classnum blue green red nir swir1 swir2 BUI BSI NBI EVI NDWI MSAVI sdev edev bcdev
216.0000 1075.2992 1841.3788 2738.5303 3560.3977 4291.2197 2950.4242 -0.0374 0.2052 1.9749 0.0937 -0.3183 0.1021 0.0013 0.0745 0.0468
216.0000 1185.3957 1963.6544 2848.9566 3653.9065 4485.3289 3144.5092 -0.0218 0.2049 2.0073 0.0921 -0.3011 0.0987 0.0008 0.0638 0.0408
216.0000 1209.8077 2014.6683 2910.8269 3719.8558 4697.8798 3599.7981 -0.0063 0.2136 2.0453 0.0918 -0.2977 0.0984 0.0004 0.0475 0.0280
216.0000 1103.2955 1906.6136 2832.0682 3654.7500 4589.7121 3294.5909 -0.0136 0.2187 2.0307 0.0920 -0.3146 0.1010 0.0007 0.0629 0.0388
216.0000 1146.6986 1887.0000 2739.5342 3508.2877 4321.3973 2979.2603 -0.0191 0.2054 2.0131 0.0900 -0.3005 0.0957 0.0007 0.0627 0.0412
216.0000 1222.2486 1989.3333 2802.7288 3554.1356 4515.2429 3292.1469 0.0007 0.2102 2.0592 0.0887 -0.2824 0.0929 0.0004 0.0418 0.0256
216.0000 1346.8210 2156.2840 3013.7654 3734.1296 4746.0309 3598.7222 0.0125 0.2086 2.0782 0.0830 -0.2680 0.0868 0.0005 0.0510 0.0294
216.0000 1288.2308 2132.2564 3064.3333 3821.3077 4733.7949 3533.8718 -0.0033 0.2083 2.0407 0.0840 -0.2838 0.0905 0.0006 0.0550 0.0321
216.0000 1307.1937 2125.0405 2986.2523 3723.8784 4710.8378 3481.6847 0.0071 0.2095 2.0673 0.0845 -0.2734 0.0891 0.0004 0.0440 0.0262
228.0000 744.0000 1476.6471 1996.4706 2330.9412 1211.5294 552.5294 -0.3959 0.0207 1.3759 0.0447 -0.2245 0.0472 0.0067 0.1416 0.2016
228.0000 2196.4118 3025.3529 3533.9412 3862.2353 2479.4118 1383.1176 -0.2633 -0.0025 1.5605 0.0441 -0.1228 0.0381 0.0095 0.2209 0.1341
228.0000 1821.6579 2581.2105 3136.7632 3591.2895 2645.0263 1361.1053 -0.2211 0.0345 1.6111 0.0605 -0.1663 0.0549 0.0031 0.2042 0.1401
228.0000 2097.9194 2808.1290 3262.0484 3646.0968 2130.9839 1127.5968 -0.3211 -0.0312 1.4802 0.0549 -0.1312 0.0458 0.0069 0.1952 0.1271
228.0000 1777.3214 2319.2857 2744.8929 3256.6786 2126.7143 1073.4286 -0.2970 -0.0148 1.4979 0.0780 -0.1712 0.0649 0.0052 0.1840 0.1452
228.0000 1946.4425 2662.3218 3233.9253 3681.5000 2423.3103 1235.2241 -0.2792 0.0050 1.5437 0.0599 -0.1649 0.0538 0.0053 0.2091 0.1504
111.0000 892.0370 1342.7302 1723.8413 2765.8757 4011.7090 2794.4365 -0.0479 0.2214 2.0773 0.1587 -0.3463 0.1483 0.0035 0.0956 0.0736
111.0000 827.0652 1255.8758 1645.1056 2749.6180 3897.2516 2695.7826 -0.0787 0.2156 2.0168 0.1683 -0.3731 0.1588 0.0043 0.0921 0.0713
111.0000 1037.9216 1493.7451 1914.0147 3075.6667 4155.8088 3007.0931 -0.0840 0.1920 1.9740 0.1732 -0.3466 0.1597 0.0026 0.0904 0.0627
111.0000 763.0358 1203.1295 1582.6777 2686.5537 3821.3967 2524.0716 -0.0841 0.2208 2.0123 0.1677 -0.3814 0.1603 0.0037 0.1144 0.0962
228.0000 1977.2566 2815.1974 3332.1184 3613.9013 2071.9803 983.2105 -0.3263 -0.0136 1.5041 0.0368 -0.1288 0.0341 0.0078 0.2355 0.1740
111.0000 807.7871 1276.4967 1672.4523 2764.5344 3896.2927 2531.0665 -0.0763 0.2184 2.0149 0.1631 -0.3683 0.1564 0.0037 0.1082 0.0890
111.0000 810.3323 1257.5554 1649.2453 2769.4921 3951.8877 2645.5554 -0.0776 0.2202 2.0229 0.1689 -0.3755 0.1608 0.0034 0.1067 0.0868
111.0000 867.3009 1308.1357 1697.8702 2713.6814 3943.8348 2802.6224 -0.0460 0.2235 2.0801 0.1552 -0.3500 0.1455 0.0055 0.0960 0.0749
111.0000 792.4620 1195.8544 1547.7025 2546.7278 3720.8291 2524.7595 -0.0569 0.2241 2.0690 0.1572 -0.3611 0.1466 0.0057 0.0826 0.0720
111.0000 1001.9658 1584.0548 2036.3630 2955.3151 4316.4384 3042.9726 0.0026 0.2324 2.1500 0.1304 -0.3026 0.1255 0.0041 0.1019 0.0690
111.0000 757.3318 1160.7143 1511.5899 2599.1982 3699.2350 2468.7512 -0.0899 0.2165 2.0060 0.1701 -0.3827 0.1599 0.0037 0.0911 0.0772
111.0000 887.3251 1472.4532 1941.2512 2968.3153 3924.5172 2594.0640 -0.0708 0.2068 1.9768 0.1433 -0.3372 0.1415 0.0015 0.0827 0.0649
111.0000 833.0913 1265.2401 1645.5000 2643.2897 3894.1508 2695.1052 -0.0412 0.2290 2.0973 0.1535 -0.3527 0.1441 0.0050 0.0943 0.0773
111.0000 803.1990 1334.9728 1779.9779 2752.9371 3695.0017 2451.9490 -0.0685 0.2125 1.9894 0.1398 -0.3469 0.1377 0.0016 0.0804 0.0682
111.0000 705.9664 1112.5714 1537.4790 2357.5126 3276.3950 2361.1261 -0.0496 0.2217 2.0478 0.1268 -0.3597 0.1219 0.0033 0.0639 0.0598
111.0000 779.2644 1182.9310 1534.9195 2494.8621 3749.3793 2607.0690 -0.0372 0.2349 2.1187 0.1513 -0.3567 0.1414 0.0059 0.0951 0.0843
111.0000 896.3032 1422.9204 1869.4609 2896.7970 3934.5240 2707.2689 -0.0637 0.2095 2.0040 0.1478 -0.3412 0.1431 0.0024 0.0844 0.0644
111.0000 716.6636 1146.7030 1536.5667 2438.1424 3511.6455 2495.6030 -0.0467 0.2308 2.0720 0.1389 -0.3602 0.1332 0.0044 0.0769 0.0679
111.0000 852.5907 1319.3165 1720.1603 2704.2700 3916.8186 2800.9873 -0.0396 0.2263 2.0852 0.1482 -0.3445 0.1406 0.0050 0.0877 0.0683
111.0000 759.2500 1176.3413 1537.4712 2553.4904 3676.8317 2560.1731 -0.0683 0.2230 2.0423 0.1581 -0.3694 0.1493 0.0047 0.0770 0.0643
111.0000 799.7231 1230.9385 1599.4923 2573.8308 3739.4769 2620.9692 -0.0488 0.2257 2.0751 0.1507 -0.3530 0.1419 0.0056 0.0972 0.0823
111.0000 760.8289 1218.0885 1633.4469 2569.2802 3755.5708 2677.6681 -0.0356 0.2361 2.0985 0.1409 -0.3570 0.1360 0.0046 0.0834 0.0675
111.0000 678.1364 1049.9785 1407.3756 2417.6507 3419.7656 2459.9211 -0.0926 0.2184 1.9980 0.1601 -0.3944 0.1517 0.0049 0.0839 0.0734
111.0000 833.7619 1267.2381 1703.5986 2949.6735 3702.7143 2444.3333 -0.1552 0.1765 1.8329 0.1844 -0.3994 0.1764 0.0042 0.0924 0.0750
111.0000 722.8525 1117.8361 1573.3279 2647.8361 3305.8525 2290.0820 -0.1441 0.1828 1.8436 0.1613 -0.4062 0.1566 0.0050 0.0946 0.0827
111.0000 648.9044 978.2353 1357.2794 2462.8456 3210.5735 2337.6691 -0.1578 0.1897 1.8555 0.1758 -0.4316 0.1668 0.0035 0.0802 0.0761
111.0000 763.2119 1201.5910 1634.1881 2763.6269 3554.7463 2323.3433 -0.1317 0.1906 1.8783 0.1677 -0.3939 0.1625 0.0038 0.0899 0.0709
111.0000 925.3535 1354.2419 1778.3907 2966.0078 4003.2388 2772.6341 -0.1014 0.1955 1.9507 0.1779 -0.3731 0.1665 0.0022 0.0760 0.0593
111.0000 826.7391 1281.2019 1731.7981 2823.8199 3698.7422 2539.4037 -0.1057 0.1960 1.9233 0.1605 -0.3759 0.1549 0.0038 0.0955 0.0771
111.0000 843.8592 1290.2352 1711.5152 2917.4448 3806.1536 2526.2352 -0.1284 0.1892 1.8928 0.1790 -0.3867 0.1708 0.0028 0.0781 0.0625
111.0000 942.9186 1394.8081 1823.7733 3040.4128 4128.4477 2824.6686 -0.0982 0.1982 1.9584 0.1799 -0.3710 0.1691 0.0018 0.0779 0.0599
111.0000 801.6855 1218.9758 1631.9194 2685.0726 3548.8790 2510.8952 -0.1054 0.1955 1.9297 0.1600 -0.3756 0.1521 0.0041 0.1032 0.0832
111.0000 900.4525 1377.2986 1809.1946 2898.5747 3826.3167 2558.5113 -0.0941 0.1944 1.9441 0.1605 -0.3561 0.1527 0.0028 0.0840 0.0668
111.0000 907.1416 1364.4566 1781.5799 2935.7854 3874.8995 2596.4795 -0.1070 0.1909 1.9271 0.1717 -0.3655 0.1620 0.0025 0.0804 0.0636
111.0000 776.4175 1186.3301 1535.5146 2882.2427 3665.9223 2408.5340 -0.1853 0.1741 1.8052 0.2069 -0.4169 0.1950 0.0047 0.0893 0.0738
228.0000 1365.1176 1812.5848 2273.4464 2558.9654 1339.9031 626.0381 -0.3857 -0.0417 1.4186 0.0445 -0.1725 0.0387 0.0020 0.1054 0.1213
228.0000 2547.2619 3139.3333 3581.9762 3867.0952 2056.4762 1131.1190 -0.3436 -0.0600 1.4684 0.0436 -0.1073 0.0332 0.0066 0.2144 0.1383
228.0000 2092.6134 3145.5112 3628.9585 3417.3546 1147.3355 575.8914 -0.5050 -0.0711 1.4013 -0.0264 -0.0440 -0.0241 0.0114 0.2684 0.1875
111.0000 933.0904 1319.1864 1680.7684 2728.9379 3715.5028 2532.5198 -0.0853 0.1915 1.9778 0.1660 -0.3486 0.1503 0.0021 0.0750 0.0621
111.0000 866.5556 1257.8556 1578.1889 2644.5889 3667.1889 2392.3667 -0.0902 0.1981 1.9848 0.1707 -0.3550 0.1552 0.0026 0.0824 0.0725
111.0000 854.2392 1245.3545 1578.6254 2771.3055 3724.7032 2435.0461 -0.1272 0.1879 1.9152 0.1884 -0.3797 0.1727 0.0035 0.0953 0.0823
111.0000 834.7619 1186.3333 1488.0000 2647.6548 3563.6190 2347.5476 -0.1329 0.1839 1.9082 0.1893 -0.3811 0.1707 0.0042 0.1043 0.0925
111.0000 789.9921 1153.4153 1451.7196 2637.6614 3482.4788 2265.8360 -0.1518 0.1802 1.8718 0.1922 -0.3914 0.1754 0.0051 0.1068 0.0987
111.0000 884.7143 1305.2857 1669.8367 2824.1361 3859.2109 2546.0544 -0.1020 0.1970 1.9580 0.1781 -0.3678 0.1649 0.0023 0.0776 0.0669
111.0000 866.6896 1240.7539 1570.2328 2732.3681 3677.3725 2450.2949 -0.1228 0.1863 1.9211 0.1857 -0.3754 0.1687 0.0037 0.0937 0.0786
111.0000 910.8916 1253.1446 1531.2590 2668.2590 3570.5964 2471.0482 -0.1262 0.1754 1.9125 0.1893 -0.3609 0.1663 0.0044 0.1150 0.0974
111.0000 974.3663 1350.6832 1669.4455 2858.1815 3761.3960 2679.8581 -0.1259 0.1727 1.9024 0.1911 -0.3582 0.1695 0.0032 0.0931 0.0722
111.0000 965.5673 1358.4620 1680.0526 2780.6959 3708.3567 2561.9240 -0.1044 0.1798 1.9391 0.1768 -0.3440 0.1575 0.0028 0.0857 0.0705
111.0000 908.6295 1262.1458 1557.1132 2729.1664 3602.6690 2514.3636 -0.1353 0.1730 1.8923 0.1921 -0.3674 0.1704 0.0046 0.1125 0.0923
111.0000 860.0949 1214.1084 1535.3320 2857.0501 3612.8672 2438.8523 -0.1841 0.1614 1.8027 0.2117 -0.4036 0.1916 0.0061 0.1310 0.1067
111.0000 965.5026 1371.5485 1764.2857 2744.8163 3846.7194 2673.6071 -0.0504 0.2039 2.0448 0.1524 -0.3337 0.1391 0.0017 0.0595 0.0481
111.0000 921.5878 1252.8919 1574.2568 2915.7905 3761.5541 2670.7365 -0.1719 0.1634 1.8310 0.2171 -0.3988 0.1930 0.0055 0.1567 0.1205
111.0000 919.8971 1323.9265 1699.7956 2708.7426 3755.2706 2500.0235 -0.0668 0.2011 2.0153 0.1576 -0.3433 0.1444 0.0019 0.0659 0.0551
111.0000 942.1208 1329.2250 1698.0167 2838.2833 3764.0250 2621.7458 -0.1116 0.1818 1.9251 0.1789 -0.3623 0.1624 0.0027 0.0814 0.0653
111.0000 956.5591 1412.8728 1805.2536 2772.4704 3893.8683 2553.0950 -0.0430 0.2090 2.0564 0.1472 -0.3248 0.1364 0.0018 0.0620 0.0496
111.0000 888.5659 1242.0440 1569.5934 2718.0659 3708.5330 2516.0604 -0.1137 0.1881 1.9424 0.1857 -0.3727 0.1668 0.0036 0.1017 0.0836
111.0000 1032.3755 1463.7948 1841.0262 2818.8515 3976.3275 2786.7860 -0.0395 0.2034 2.0641 0.1517 -0.3165 0.1371 0.0015 0.0646 0.0514
111.0000 774.6545 1294.6433 1747.7275 2750.2978 3719.4129 2489.6404 -0.0732 0.2160 1.9886 0.1440 -0.3600 0.1425 0.0024 0.0839 0.0678
111.0000 974.5878 1473.0837 1929.5224 2999.5571 4044.5449 2878.7959 -0.0690 0.2010 1.9919 0.1551 -0.3414 0.1474 0.0033 0.0838 0.0600
111.0000 852.1435 1378.3611 1858.3981 2910.9537 3924.0741 2734.3056 -0.0726 0.2117 1.9888 0.1492 -0.3576 0.1467 0.0032 0.0883 0.0651
111.0000 866.5964 1301.9462 1737.9865 3027.1614 3736.8924 2558.0897 -0.1658 0.1687 1.8093 0.1901 -0.3985 0.1810 0.0040 0.0877 0.0683
111.0000 777.4572 1199.1713 1594.5220 2867.3472 3612.4074 2335.2581 -0.1701 0.1765 1.8187 0.1918 -0.4101 0.1831 0.0044 0.0870 0.0735
111.0000 1007.0700 1418.3250 1810.7050 2798.7600 3912.8225 2801.5200 -0.0486 0.2012 2.0456 0.1534 -0.3274 0.1391 0.0024 0.0786 0.0617
111.0000 716.1711 1118.0461 1442.0526 2797.5132 3490.4276 2238.6974 -0.2094 0.1681 1.7643 0.2107 -0.4290 0.1992 0.0049 0.0808 0.0739
228.0000 1233.8056 2250.1458 2560.7847 2095.0278 904.8542 469.2778 -0.3315 0.0249 1.7947 -0.0721 0.0812 -0.0679 0.0216 0.2049 0.2553
228.0000 3963.2475 4991.0594 5499.8218 5136.5248 1175.9109 691.2376 -0.5892 -0.1450 1.3171 -0.0485 -0.0197 -0.0339 0.0029 0.1651 0.0829
216.0000 1085.7251 1809.8635 2638.7413 3429.3870 4281.1426 3194.4277 -0.0203 0.2102 2.0183 0.0938 -0.3093 0.0998 0.0009 0.0579 0.0367
216.0000 1211.5756 2034.6218 2960.1723 3798.2227 4560.0924 3259.4328 -0.0331 0.2004 1.9799 0.0933 -0.3027 0.1011 0.0010 0.0684 0.0402
216.0000 1041.6752 1769.7325 2629.0127 3457.5732 4144.0510 2748.4140 -0.0460 0.2017 1.9590 0.0967 -0.3230 0.1044 0.0013 0.0802 0.0532
111.0000 850.6813 1338.2088 1732.9011 2745.3407 3904.7582 2599.1099 -0.0516 0.2212 2.0548 0.1510 -0.3445 0.1441 0.0049 0.0762 0.0559
111.0000 968.3679 1491.7594 1923.5613 3035.9670 4160.0708 2858.3774 -0.0681 0.2061 2.0044 0.1607 -0.3411 0.1530 0.0047 0.0793 0.0533
111.0000 909.4706 1419.7185 1830.8571 2884.0756 4050.6197 2782.8025 -0.0551 0.2158 2.0401 0.1545 -0.3402 0.1474 0.0047 0.0755 0.0530
111.0000 1035.9040 1584.2034 2045.4915 3272.9887 4451.9040 3095.6949 -0.0783 0.2026 1.9858 0.1727 -0.3478 0.1648 0.0040 0.0858 0.0546
111.0000 941.6974 1484.5307 1935.6228 3090.8509 4292.0219 2895.7412 -0.0671 0.2140 2.0153 0.1638 -0.3511 0.1583 0.0049 0.0882 0.0609
111.0000 871.4500 1428.1500 1856.4542 2933.8125 4076.2458 2660.6833 -0.0621 0.2184 2.0224 0.1537 -0.3453 0.1500 0.0054 0.0778 0.0570
216.0000 722.1765 1011.6471 1267.8235 2257.9216 3727.2157 2855.0000 -0.0360 0.2524 2.2115 0.1714 -0.3814 0.1524 0.0004 0.0263 0.0225
216.0000 722.9537 1048.2778 1357.3889 2419.5926 3922.8796 3104.6296 -0.0444 0.2534 2.1824 0.1752 -0.3948 0.1604 0.0004 0.0291 0.0227
216.0000 713.8630 985.9041 1218.8630 2154.0479 3546.4178 2685.5548 -0.0346 0.2479 2.2105 0.1656 -0.3725 0.1455 0.0006 0.0293 0.0260
216.0000 733.2895 1072.4912 1392.4561 2469.9211 4124.9561 3285.0351 -0.0282 0.2653 2.2347 0.1757 -0.3944 0.1618 0.0003 0.0299 0.0225
216.0000 771.6500 1113.8250 1430.7500 2420.5250 3972.7500 3125.4500 -0.0147 0.2573 2.2349 0.1628 -0.3697 0.1482 0.0004 0.0332 0.0258
216.0000 815.8039 1152.2353 1450.3529 2442.8627 4060.2157 3202.3922 -0.0065 0.2568 2.2560 0.1652 -0.3592 0.1481 0.0003 0.0324 0.0245
111.0000 987.2500 1562.0694 2009.0972 3107.1667 4204.3750 2835.6667 -0.0647 0.2056 1.9998 0.1547 -0.3310 0.1492 0.0055 0.0871 0.0586
111.0000 921.4156 1442.1147 1870.7597 2943.7403 4004.0628 2754.9567 -0.0703 0.2063 1.9964 0.1556 -0.3425 0.1491 0.0057 0.0833 0.0579
111.0000 951.3609 1463.9532 1936.5647 2847.0551 3999.7934 2804.8402 -0.0221 0.2196 2.0860 0.1315 -0.3209 0.1262 0.0037 0.0834 0.0592
111.0000 844.1441 1330.5495 1779.4865 2564.8018 3894.7568 2550.6306 0.0256 0.2497 2.2155 0.1161 -0.3170 0.1120 0.0025 0.0687 0.0544
111.0000 961.3356 1500.6233 1946.1589 2844.6945 4165.5808 2845.7041 0.0009 0.2325 2.1499 0.1298 -0.3093 0.1244 0.0032 0.0782 0.0571
111.0000 921.5568 1481.6705 1913.5227 2846.8295 4081.3864 2686.5909 -0.0192 0.2275 2.1053 0.1342 -0.3159 0.1298 0.0031 0.0679 0.0508
111.0000 1203.8714 1811.9000 2304.1000 3291.8286 4554.9286 3204.5714 -0.0155 0.2083 2.0841 0.1365 -0.2901 0.1292 0.0021 0.0863 0.0523
111.0000 932.1088 1478.6140 1914.7316 2835.5877 4164.2298 2915.0228 -0.0041 0.2347 2.1449 0.1330 -0.3146 0.1280 0.0040 0.0772 0.0552
111.0000 846.9655 1322.0948 1743.3103 2601.8362 3942.1121 2768.4569 0.0072 0.2449 2.1856 0.1285 -0.3262 0.1229 0.0050 0.0822 0.0634
111.0000 1053.0912 1558.4992 2029.6468 2965.5954 4187.8458 3104.2338 -0.0165 0.2148 2.0982 0.1357 -0.3110 0.1277 0.0027 0.0926 0.0657
111.0000 841.3158 1348.1053 1761.0632 2754.6526 3738.8000 2503.0316 -0.0688 0.2092 1.9974 0.1461 -0.3428 0.1409 0.0041 0.0627 0.0466
111.0000 1266.8482 1785.4732 2336.7202 3514.4196 4707.9315 3708.3690 -0.0562 0.1914 2.0046 0.1633 -0.3262 0.1519 0.0009 0.0712 0.0447
111.0000 1009.2683 1551.1951 1996.6463 3205.7195 4191.6098 2929.6098 -0.0994 0.1897 1.9306 0.1720 -0.3481 0.1637 0.0029 0.0840 0.0607
111.0000 923.2338 1420.1841 1863.3284 3047.0116 4054.3118 2798.3085 -0.0992 0.1970 1.9437 0.1711 -0.3642 0.1638 0.0032 0.0924 0.0717
111.0000 953.9423 1600.1923 2096.3462 3152.0865 4064.1827 2607.4038 -0.0748 0.2002 1.9560 0.1423 -0.3268 0.1419 0.0025 0.0811 0.0596
111.0000 806.3392 1148.6355 1486.2242 2420.1131 3900.7622 2909.6823 -0.0043 0.2510 2.2302 0.1527 -0.3561 0.1388 0.0027 0.0886 0.0804
111.0000 761.2264 1064.3208 1380.9717 2252.2830 3774.2642 2860.7736 0.0127 0.2622 2.2895 0.1469 -0.3582 0.1322 0.0023 0.0823 0.0806
111.0000 806.9256 1218.5950 1603.4463 2412.5620 3782.4298 2828.5868 0.0184 0.2519 2.2349 0.1271 -0.3296 0.1188 0.0017 0.0615 0.0558
111.0000 836.9110 1254.3116 1649.8767 2590.5377 3870.0000 2807.3938 -0.0238 0.2339 2.1317 0.1451 -0.3475 0.1361 0.0030 0.0753 0.0647
111.0000 765.6015 1163.6396 1556.3147 2498.5990 3691.5660 2630.5761 -0.0397 0.2331 2.1023 0.1466 -0.3645 0.1385 0.0035 0.0748 0.0661
111.0000 699.3792 1026.7072 1374.9083 2402.1958 3435.1129 2550.8289 -0.0949 0.2159 2.0051 0.1667 -0.4009 0.1550 0.0038 0.0779 0.0741
111.0000 709.1470 1071.3190 1450.2007 2461.1971 3520.5627 2494.9857 -0.0813 0.2212 2.0216 0.1597 -0.3932 0.1507 0.0043 0.0755 0.0665
111.0000 780.7339 1202.5837 1645.1888 2902.1373 3931.6781 2884.3991 -0.1261 0.2046 1.9217 0.1858 -0.4145 0.1795 0.0022 0.0914 0.0707
111.0000 678.8919 985.2905 1258.4730 2265.0811 3314.6486 2450.0270 -0.0976 0.2167 2.0192 0.1710 -0.3937 0.1551 0.0042 0.0736 0.0730
111.0000 925.9930 1323.7902 1706.2517 2773.2378 3971.6084 2982.3217 -0.0605 0.2111 2.0486 0.1660 -0.3538 0.1521 0.0027 0.0828 0.0709
111.0000 794.5127 1189.8786 1644.4493 2672.3225 3625.5543 2829.5942 -0.0867 0.2065 1.9729 0.1553 -0.3840 0.1483 0.0023 0.0837 0.0696
111.0000 773.8444 1111.1037 1418.0704 2495.6963 3581.3556 2654.8148 -0.0966 0.2093 2.0043 0.1772 -0.3838 0.1610 0.0035 0.0735 0.0657
111.0000 943.2205 1395.3622 1806.0866 2908.0748 3851.8071 2843.1457 -0.0947 0.1897 1.9469 0.1654 -0.3518 0.1545 0.0016 0.0714 0.0546
111.0000 919.0583 1267.7718 1644.0777 2684.3689 4137.3398 3104.5097 -0.0272 0.2321 2.1548 0.1661 -0.3583 0.1500 0.0024 0.0913 0.0746
111.0000 873.9183 1287.2384 1760.8604 2917.7775 3826.7389 2898.1952 -0.1126 0.1915 1.9166 0.1711 -0.3878 0.1629 0.0029 0.0944 0.0706
111.0000 863.0587 1292.5665 1707.1468 2682.2660 3705.3005 2664.8377 -0.0621 0.2085 2.0187 0.1483 -0.3498 0.1396 0.0022 0.0832 0.0661
111.0000 787.5482 1101.1285 1380.0792 2450.5075 3700.8994 2739.7602 -0.0758 0.2216 2.0762 0.1806 -0.3797 0.1611 0.0049 0.1084 0.0997
111.0000 859.8133 1179.3976 1481.5964 2624.9277 3930.5301 2914.2289 -0.0792 0.2167 2.0632 0.1897 -0.3799 0.1686 0.0040 0.1063 0.0896
111.0000 943.4300 1379.0400 1790.7700 2820.1400 3883.3500 2898.9700 -0.0647 0.2025 2.0123 0.1563 -0.3433 0.1451 0.0018 0.0833 0.0638
111.0000 823.2365 1256.4932 1719.9662 2656.4932 3517.5608 2492.0608 -0.0746 0.2019 1.9753 0.1395 -0.3582 0.1341 0.0020 0.0720 0.0567
111.0000 771.1034 1239.7931 1725.4598 2484.5287 3846.1264 2852.1149 0.0350 0.2625 2.2460 0.1112 -0.3342 0.1094 0.0032 0.0829 0.0721
111.0000 978.7338 1401.0066 1747.5152 2922.6715 4001.6623 2821.9377 -0.0954 0.1916 1.9692 0.1828 -0.3518 0.1656 0.0028 0.0945 0.0710
111.0000 919.4407 1400.8778 1817.7056 2990.9130 4099.8093 2879.1889 -0.0877 0.2042 1.9791 0.1726 -0.3621 0.1636 0.0020 0.0910 0.0695
111.0000 1048.0274 1543.8014 1965.9452 3244.6233 4346.7329 3154.6712 -0.1002 0.1905 1.9459 0.1862 -0.3552 0.1733 0.0016 0.0896 0.0641
111.0000 934.8217 1382.6688 1800.1592 2985.1720 3869.2675 2693.5032 -0.1187 0.1824 1.8997 0.1767 -0.3669 0.1656 0.0029 0.0902 0.0718
111.0000 862.3275 1296.7456 1685.7809 2883.2947 3717.4584 2542.3174 -0.1359 0.1811 1.8746 0.1813 -0.3796 0.1703 0.0035 0.0985 0.0809
111.0000 913.0833 1401.2381 1758.5238 2983.3452 3951.1667 2658.1905 -0.1189 0.1888 1.9141 0.1836 -0.3610 0.1719 0.0025 0.1044 0.0836
111.0000 985.0355 1502.8026 1911.8771 3146.3570 4176.4031 2864.5272 -0.1034 0.1915 1.9358 0.1792 -0.3535 0.1691 0.0021 0.0993 0.0743
111.0000 885.7989 1359.5084 1762.9609 2934.1266 3903.8101 2584.5773 -0.1079 0.1946 1.9313 0.1737 -0.3669 0.1648 0.0026 0.0958 0.0769
111.0000 1055.2389 1549.8833 1946.7194 3273.7389 4276.2472 3135.2917 -0.1212 0.1796 1.9029 0.1948 -0.3574 0.1799 0.0020 0.0994 0.0698
111.0000 939.2000 1491.1714 1957.1571 3064.9143 4108.4429 2721.6429 -0.0753 0.2047 1.9789 0.1560 -0.3456 0.1517 0.0019 0.0889 0.0679
111.0000 986.4106 1407.6026 1761.1987 3126.3079 3939.6788 2878.7815 -0.1642 0.1617 1.8249 0.2095 -0.3791 0.1903 0.0048 0.1183 0.0876
111.0000 905.1983 1391.6694 1826.0992 2994.5620 3875.6529 2528.7273 -0.1140 0.1877 1.9049 0.1702 -0.3654 0.1627 0.0029 0.0916 0.0733
111.0000 951.0584 1368.8893 1787.7062 3022.7163 4061.6700 3026.4970 -0.1100 0.1909 1.9359 0.1859 -0.3766 0.1725 0.0029 0.0974 0.0729
111.0000 881.9139 1284.4889 1617.2972 3065.3944 3787.5444 2716.7444 -0.2039 0.1557 1.7642 0.2242 -0.4094 0.2058 0.0053 0.1205 0.0933
111.0000 910.2375 1319.4644 1715.8338 3001.0264 3916.2797 2852.2137 -0.1403 0.1802 1.8773 0.1952 -0.3892 0.1812 0.0038 0.1118 0.0862
111.0000 952.2737 1372.4390 1790.3550 3122.2683 4099.4282 2981.7344 -0.1359 0.1821 1.8872 0.1993 -0.3893 0.1851 0.0032 0.1047 0.0774
111.0000 1022.2941 1488.8182 1953.3316 3200.6684 4241.3209 3197.4332 -0.1024 0.1894 1.9366 0.1808 -0.3656 0.1697 0.0026 0.0983 0.0678
111.0000 945.0864 1427.9383 1880.2551 3133.4938 4215.0947 3058.0247 -0.1025 0.1984 1.9472 0.1809 -0.3737 0.1723 0.0044 0.0954 0.0677
111.0000 946.1622 1384.4543 1842.0619 3126.6460 4205.7257 3138.7021 -0.1119 0.1950 1.9349 0.1884 -0.3865 0.1775 0.0024 0.0832 0.0599
111.0000 1024.2771 1511.2530 1982.3012 3324.4458 4339.8313 3187.9639 -0.1204 0.1850 1.9021 0.1913 -0.3750 0.1809 0.0049 0.1010 0.0668
111.0000 907.9390 1363.6402 1782.0366 2880.2317 3984.0183 2962.6585 -0.0757 0.2066 2.0027 0.1639 -0.3577 0.1546 0.0048 0.0787 0.0572
111.0000 986.6282 1564.9231 2028.7821 3096.1239 4368.4957 3065.9274 -0.0376 0.2210 2.0679 0.1498 -0.3284 0.1448 0.0034 0.0730 0.0500
111.0000 871.5674 1358.6928 1765.1912 2795.1536 3847.0157 2745.5643 -0.0673 0.2098 2.0089 0.1529 -0.3457 0.1457 0.0059 0.0880 0.0664
111.0000 990.3633 1530.2930 1979.2148 3215.3281 4354.5352 3049.5625 -0.0873 0.2020 1.9709 0.1750 -0.3550 0.1675 0.0059 0.0966 0.0631
111.0000 912.6053 1438.2661 1858.1053 2991.1608 4157.0702 2892.4503 -0.0703 0.2130 2.0127 0.1638 -0.3505 0.1572 0.0052 0.0812 0.0569
111.0000 940.5992 1422.1667 1902.3056 3023.7222 4039.2222 3176.3810 -0.0832 0.1997 1.9709 0.1611 -0.3599 0.1546 0.0044 0.0923 0.0655
111.0000 902.2133 1303.6044 1626.9822 2951.4889 3746.5644 2691.3600 -0.1706 0.1647 1.8219 0.2077 -0.3872 0.1891 0.0048 0.1176 0.0952
111.0000 933.6894 1351.5200 1763.3412 2997.5412 3976.3529 2967.0071 -0.1191 0.1869 1.9155 0.1863 -0.3787 0.1731 0.0031 0.1019 0.0767
