classnum blue green red nir swir1 swir2 BUI BSI NBI EVI NDWI MSAVI sdev edev bcdev
216.0000 337.0793 596.0072 630.4036 2383.8459 1694.7018 1080.4793 -0.7353 -0.0760 1.0090 0.3188 -0.5885 0.2966 0.0128 0.0831 0.1171
111.0000 348.5861 686.2121 695.6137 3012.9566 2141.5043 1217.1165 -0.7914 -0.0847 0.9481 0.3970 -0.6274 0.3783 0.0076 0.0745 0.0907
111.0000 298.8350 745.3650 537.4250 4099.0500 1938.1650 965.0800 -1.1257 -0.2796 0.6047 0.5903 -0.6921 0.5698 0.0035 0.0614 0.0620
111.0000 316.6081 702.7872 589.8209 3192.5439 1732.2770 1018.2905 -0.9826 -0.2030 0.7312 0.4528 -0.6385 0.4307 0.0120 0.1099 0.1169
111.0000 250.2481 633.7701 426.2740 4288.7442 1865.9623 909.6818 -1.2066 -0.3263 0.5419 0.6432 -0.7402 0.6256 0.0029 0.0637 0.0647
111.0000 282.9906 640.1254 547.4592 3512.3056 1949.5862 1029.7163 -1.0149 -0.2067 0.7153 0.5046 -0.6906 0.4879 0.0070 0.0745 0.0815
111.0000 309.0029 698.4871 502.7307 4133.3410 1930.4585 948.8768 -1.1449 -0.2917 0.5906 0.6116 -0.7104 0.5841 0.0052 0.0788 0.0831
111.0000 257.0506 617.4649 424.4029 4102.0995 1863.7455 897.9380 -1.1854 -0.3107 0.5609 0.6239 -0.7374 0.6045 0.0024 0.0582 0.0622
111.0000 312.8688 655.9764 555.1916 3335.8241 1679.1627 978.9764 -1.0440 -0.2411 0.6737 0.4853 -0.6706 0.4614 0.0196 0.1503 0.1389
111.0000 334.2374 702.3014 588.8174 3833.8539 2139.6256 1093.4064 -1.0163 -0.2087 0.7142 0.5458 -0.6898 0.5209 0.0106 0.0908 0.0987
215.0000 694.3793 978.0345 1047.4138 2576.5172 2343.7586 1828.3793 -0.4817 0.0089 1.3438 0.2776 -0.4581 0.2440 0.0068 0.0716 0.0726
111.0000 323.2701 684.8031 624.6859 3369.4051 2169.6359 1197.6669 -0.9016 -0.1385 0.8347 0.4663 -0.6611 0.4471 0.0078 0.0753 0.0847
216.0000 390.7416 648.8073 761.3226 2197.3471 1938.3089 1291.7752 -0.5440 0.0220 1.2400 0.2596 -0.5418 0.2394 0.0249 0.0998 0.1318
111.0000 316.4812 584.2018 585.4590 2648.2395 1804.9933 1199.6186 -0.8194 -0.1052 0.9192 0.3732 -0.6354 0.3492 0.0368 0.1451 0.1646
111.0000 299.9986 643.3343 506.6764 3686.1390 1946.2259 987.3578 -1.0646 -0.2376 0.6703 0.5483 -0.7018 0.5235 0.0059 0.0754 0.0838
216.0000 315.9905 528.8889 658.6857 1701.0825 1803.9111 1376.0762 -0.3942 0.1034 1.5123 0.1953 -0.5165 0.1793 0.0229 0.0803 0.1266
111.0000 327.2601 687.0824 630.9147 3237.7883 1919.4017 1115.1691 -0.9239 -0.1649 0.8016 0.4463 -0.6478 0.4264 0.0174 0.1038 0.1159
111.0000 277.6290 565.9919 449.7097 2645.6290 1540.5403 913.5887 -0.9715 -0.1892 0.7552 0.4137 -0.6469 0.3831 0.0281 0.1455 0.1674
111.0000 281.2223 642.1138 460.9217 4210.4927 1973.5042 943.1430 -1.1629 -0.2965 0.5805 0.6301 -0.7348 0.6066 0.0026 0.0575 0.0583
112.0000 210.7870 341.8096 306.0284 2216.3902 1017.8249 487.2020 -1.1279 -0.2958 0.6023 0.3811 -0.7312 0.3481 0.0034 0.0374 0.0815
111.0000 264.4214 602.5886 484.4605 3202.4905 1618.6757 936.8238 -1.0570 -0.2423 0.6718 0.4798 -0.6796 0.4601 0.0178 0.1262 0.1355
111.0000 344.7364 699.8798 661.1048 3378.9772 2338.1202 1288.7553 -0.8528 -0.1073 0.8927 0.4599 -0.6559 0.4394 0.0126 0.0851 0.0946
111.0000 268.7647 607.8403 387.5252 4411.3571 1832.0504 851.3697 -1.2506 -0.3563 0.5046 0.6830 -0.7574 0.6562 0.0039 0.0682 0.0711
111.0000 353.6931 715.5595 656.5261 3487.4008 2170.9603 1180.4384 -0.9139 -0.1515 0.8146 0.4786 -0.6587 0.4555 0.0073 0.0683 0.0784
111.0000 308.6944 674.8538 547.0700 3537.2308 1880.9182 1011.7852 -1.0345 -0.2248 0.6919 0.5148 -0.6784 0.4914 0.0099 0.0880 0.0978
111.0000 313.2155 678.5746 545.0000 3548.7514 1850.4420 1020.4033 -1.0471 -0.2341 0.6771 0.5186 -0.6783 0.4938 0.0144 0.1006 0.1110
216.0000 301.0144 519.0167 725.2632 1409.3995 1870.1627 1554.3397 -0.1757 0.2061 1.8656 0.1266 -0.4593 0.1175 0.0044 0.0624 0.1001
111.0000 307.9049 624.3021 518.5597 3439.6813 1944.0354 1010.9306 -1.0103 -0.2051 0.7250 0.5111 -0.6913 0.4841 0.0078 0.0784 0.0900
112.0000 190.4798 335.6535 313.7388 2296.8295 1128.9946 567.1527 -1.0983 -0.2661 0.6338 0.3881 -0.7438 0.3610 0.0024 0.0266 0.0565
216.0000 354.4662 613.0072 727.5193 1955.6063 1853.5604 1375.4010 -0.4653 0.0606 1.3685 0.2240 -0.5147 0.2071 0.0105 0.0859 0.1242
216.0000 307.9342 563.8269 639.7282 2173.9657 1732.0672 1187.2632 -0.6448 -0.0191 1.1201 0.2790 -0.5828 0.2609 0.0311 0.1000 0.1366
112.0000 162.4692 286.8897 252.4468 2127.2270 860.4149 392.7498 -1.2095 -0.3467 0.5303 0.3754 -0.7593 0.3471 0.0042 0.0340 0.0835
216.0000 547.5000 856.5283 1028.0708 2267.6415 2353.3208 1723.3774 -0.3558 0.0915 1.4990 0.2161 -0.4506 0.1974 0.0046 0.0630 0.0725
216.0000 404.1366 685.0487 791.9644 2353.7957 1944.4026 1295.9323 -0.5951 -0.0061 1.1668 0.2777 -0.5492 0.2579 0.0232 0.1158 0.1495
111.0000 298.1240 633.3315 544.4717 3543.4286 1897.5660 1030.0323 -1.0358 -0.2234 0.6921 0.5139 -0.6966 0.4931 0.0118 0.0837 0.0936
112.0000 140.9893 283.8003 260.8324 2227.7384 816.7208 364.7971 -1.2550 -0.3769 0.4859 0.3853 -0.7733 0.3632 0.0031 0.0297 0.0697
111.0000 338.8480 694.0360 646.0737 3353.2563 2341.5827 1292.3633 -0.8514 -0.1048 0.8973 0.4602 -0.6556 0.4396 0.0126 0.0836 0.0943
111.0000 342.0430 701.8748 650.1664 3454.6318 2216.3981 1216.8785 -0.8980 -0.1388 0.8365 0.4732 -0.6607 0.4524 0.0075 0.0666 0.0760
111.0000 262.6025 615.0559 399.8282 4584.0994 1867.3458 866.1284 -1.2598 -0.3624 0.4958 0.6964 -0.7629 0.6722 0.0023 0.0509 0.0542
111.0000 315.8273 689.7842 586.6295 3296.4568 2010.4568 1148.8489 -0.9382 -0.1633 0.7922 0.4684 -0.6530 0.4466 0.0109 0.0892 0.0976
111.0000 336.4071 720.4470 649.2610 3624.9743 2261.8758 1199.1962 -0.9249 -0.1524 0.8093 0.4953 -0.6671 0.4762 0.0087 0.0749 0.0829
111.0000 262.5605 612.8357 389.9553 4567.9813 1842.2752 844.6225 -1.2668 -0.3676 0.4901 0.6986 -0.7629 0.6733 0.0021 0.0507 0.0547
111.0000 346.9794 698.8340 585.2103 3703.1381 2138.0072 1156.1144 -0.9932 -0.1954 0.7387 0.5330 -0.6816 0.5042 0.0099 0.0868 0.0996
216.0000 410.7627 649.5028 851.0847 1768.6723 1826.7345 1295.1525 -0.3307 0.1035 1.5223 0.1660 -0.4611 0.1527 0.0121 0.1380 0.2051
216.0000 452.8874 718.3694 895.6712 2023.6712 2457.0676 1777.6757 -0.2828 0.1520 1.6876 0.2007 -0.4726 0.1845 0.0080 0.0771 0.0951
111.0000 315.4219 645.5312 595.3828 3539.6484 1984.7500 1073.6562 -0.9890 -0.1964 0.7359 0.4983 -0.6904 0.4783 0.0136 0.0883 0.1090
216.0000 502.5388 842.3037 1008.0913 2678.8014 2266.6210 1540.0936 -0.5338 0.0148 1.2335 0.2789 -0.5200 0.2622 0.0234 0.1211 0.1363
111.0000 415.8046 722.6915 745.5846 3072.0762 2300.0105 1307.7204 -0.7498 -0.0672 0.9999 0.4023 -0.6174 0.3749 0.0118 0.0898 0.0989
111.0000 351.0518 721.3430 642.4093 3508.8218 2145.2891 1179.3876 -0.9294 -0.1609 0.7998 0.4863 -0.6582 0.4623 0.0154 0.0919 0.1043
112.0000 185.8368 297.7842 272.1684 1899.7000 884.8263 433.5000 -1.0928 -0.2800 0.6402 0.3319 -0.7159 0.3012 0.0063 0.0379 0.0913
112.0000 197.8962 331.8152 291.6228 1844.9620 965.7873 474.9544 -1.0341 -0.2379 0.6887 0.3177 -0.6893 0.2859 0.0038 0.0326 0.0808
112.0000 244.1383 399.4385 405.5363 2140.5684 1444.6034 768.2263 -0.8759 -0.1282 0.8691 0.3398 -0.6846 0.3102 0.0030 0.0362 0.0693
111.0000 323.8594 620.0234 542.9375 3511.7578 1476.2812 815.6797 -1.1375 -0.3098 0.5806 0.5173 -0.6985 0.4894 0.0174 0.1267 0.1377
111.0000 352.2833 709.3773 654.5477 3489.0182 2246.9432 1231.1806 -0.8934 -0.1371 0.8446 0.4778 -0.6597 0.4547 0.0091 0.0836 0.0914
111.0000 388.2137 739.8832 758.8169 3109.8057 2395.2253 1365.6371 -0.7348 -0.0512 1.0216 0.3981 -0.6146 0.3777 0.0061 0.0679 0.0746
111.0000 367.7360 776.9200 722.0960 3681.4380 2401.4280 1301.5120 -0.8820 -0.1293 0.8506 0.4849 -0.6511 0.4658 0.0108 0.0918 0.0917
111.0000 339.8392 687.4187 648.5848 3413.1908 2218.5389 1226.1943 -0.8878 -0.1326 0.8500 0.4669 -0.6629 0.4463 0.0122 0.0842 0.0938
111.0000 374.6875 706.2326 692.0145 3196.7340 2238.8910 1295.6526 -0.8136 -0.0971 0.9307 0.4295 -0.6353 0.4054 0.0119 0.0880 0.0992
215.0000 624.6638 905.1328 988.3842 2214.4011 2051.3701 1480.3418 -0.4130 0.0331 1.4076 0.2242 -0.4134 0.1973 0.0041 0.0517 0.0637
215.0000 1068.3364 1362.1273 1434.5818 2131.0636 2702.0182 2477.6455 -0.0766 0.1248 1.9675 0.1352 -0.2167 0.1057 0.0019 0.0516 0.0466
111.0000 351.7055 676.3558 676.3190 2543.9080 1702.3067 1070.3497 -0.7610 -0.0934 0.9617 0.3322 -0.5656 0.3109 0.0234 0.1015 0.1275
111.0000 324.2979 694.2270 549.5461 3944.9362 1808.6525 1079.6525 -1.1237 -0.2874 0.6024 0.5727 -0.6995 0.5461 0.0253 0.1570 0.1487
215.0000 532.0574 786.5605 817.6652 2469.6658 1996.3722 1409.7064 -0.6026 -0.0340 1.1625 0.3057 -0.5118 0.2705 0.0032 0.0510 0.0637
111.0000 338.1696 681.0375 638.9670 3294.9253 2185.2595 1209.0578 -0.8715 -0.1239 0.8693 0.4537 -0.6546 0.4325 0.0081 0.0687 0.0791
215.0000 686.6723 923.1785 984.0210 2234.5909 2039.6094 1625.9971 -0.4368 0.0149 1.3617 0.2400 -0.4163 0.2014 0.0018 0.0432 0.0527
215.0000 1038.5402 1429.7644 1623.3333 2556.4770 2817.0460 2293.9713 -0.1862 0.1021 1.7331 0.1647 -0.2892 0.1377 0.0013 0.0547 0.0487
215.0000 1018.3599 1256.1812 1332.4034 2002.9203 2142.6159 1871.4662 -0.1646 0.0682 1.7699 0.1319 -0.2277 0.1041 0.0013 0.0424 0.0454
215.0000 874.5067 1152.9733 1266.0000 2628.3600 2490.9200 1942.4800 -0.3798 0.0314 1.4702 0.2464 -0.3953 0.2125 0.0028 0.0566 0.0567
215.0000 962.8173 1225.1442 1315.0673 1967.3413 2022.2404 1704.7260 -0.2062 0.0569 1.6958 0.1273 -0.2448 0.1032 0.0016 0.0457 0.0536
215.0000 788.1126 1117.0779 1272.9048 2477.7229 2600.0779 1969.7619 -0.2990 0.0844 1.5802 0.2148 -0.3793 0.1853 0.0024 0.0542 0.0544
215.0000 551.8095 789.4762 872.2925 2321.1293 2059.1905 1451.6054 -0.5102 0.0099 1.2784 0.2692 -0.4894 0.2362 0.0022 0.0439 0.0557
215.0000 1137.1860 1409.0651 1476.9488 2215.4372 2347.1209 2045.8698 -0.1877 0.0603 1.7418 0.1425 -0.2350 0.1143 0.0019 0.0480 0.0466
215.0000 719.2535 1020.6648 1168.0225 1991.5944 2101.0113 1658.3127 -0.2402 0.0904 1.6533 0.1517 -0.3254 0.1314 0.0016 0.0447 0.0547
215.0000 864.8496 1159.4723 1289.2454 2340.8443 2449.9815 1986.3958 -0.2749 0.0741 1.6002 0.1930 -0.3422 0.1622 0.0015 0.0471 0.0491
215.0000 1591.5000 2036.1346 2256.4615 2708.5962 3125.5000 2493.3846 -0.0156 0.1191 2.0028 0.0805 -0.1453 0.0599 0.0013 0.0612 0.0486
215.0000 854.7918 1111.2639 1206.7621 2045.0502 2044.3067 1727.1654 -0.2591 0.0543 1.6208 0.1609 -0.2959 0.1329 0.0017 0.0426 0.0495
215.0000 1820.0833 2405.9167 2674.2500 2887.3333 3285.5000 2878.6667 0.0128 0.1134 2.0416 0.0358 -0.0965 0.0286 0.0011 0.0663 0.0472
215.0000 662.6368 897.7406 935.0943 2288.7925 1951.7877 1464.2642 -0.4998 -0.0129 1.2707 0.2605 -0.4363 0.2190 0.0023 0.0423 0.0516
215.0000 623.2382 845.1984 886.4599 2238.7811 1900.9653 1460.5384 -0.5127 -0.0148 1.2604 0.2608 -0.4505 0.2209 0.0018 0.0420 0.0538
111.0000 361.8005 680.9819 627.7824 3367.8083 2208.8368 1184.0933 -0.8937 -0.1373 0.8451 0.4744 -0.6632 0.4461 0.0064 0.0778 0.0864
215.0000 1367.9787 1789.8936 1986.9574 2552.2553 2849.7660 2666.7872 -0.0743 0.1028 1.9021 0.1006 -0.1786 0.0802 0.0014 0.0526 0.0420
111.0000 472.1619 814.9972 824.3777 3335.0437 2533.6028 1444.9647 -0.7376 -0.0625 1.0136 0.4254 -0.6060 0.3943 0.0126 0.0935 0.0963
111.0000 425.8205 725.6667 699.4953 3221.5361 2189.1865 1240.6515 -0.8324 -0.1165 0.9009 0.4423 -0.6310 0.4074 0.0131 0.0914 0.1069
111.0000 418.6437 706.8679 702.6063 3071.7284 2240.4344 1276.5424 -0.7803 -0.0856 0.9709 0.4175 -0.6232 0.3850 0.0087 0.0830 0.0928
215.0000 744.3632 988.7356 1057.5540 2247.6598 2121.3793 1695.2690 -0.3867 0.0302 1.4282 0.2275 -0.3880 0.1890 0.0014 0.0404 0.0463
111.0000 349.0852 657.6341 592.0894 3483.3015 2163.4387 1148.8565 -0.9390 -0.1621 0.7979 0.5002 -0.6809 0.4711 0.0148 0.1046 0.1096
112.0000 231.3296 382.7815 399.4016 1927.2065 1382.2379 756.2937 -0.8228 -0.0984 0.9291 0.3030 -0.6676 0.2751 0.0031 0.0346 0.0724
112.0000 189.8922 333.3904 338.8201 1898.3802 1173.7821 618.7974 -0.9340 -0.1621 0.8009 0.3113 -0.7005 0.2848 0.0034 0.0315 0.0734
112.0000 237.1097 382.6618 395.8964 1939.3464 1415.8696 784.7199 -0.8174 -0.0928 0.9397 0.3075 -0.6699 0.2781 0.0033 0.0319 0.0664
112.0000 226.6955 366.2453 361.6509 1987.5539 1208.0140 628.6543 -0.9369 -0.1721 0.7926 0.3259 -0.6881 0.2948 0.0039 0.0345 0.0773
112.0000 263.3054 418.8506 439.2936 2113.5334 1555.1599 850.6501 -0.8084 -0.0892 0.9498 0.3270 -0.6685 0.2973 0.0045 0.0427 0.0761
111.0000 358.3560 705.2141 692.5278 3422.0256 2303.9099 1243.5434 -0.8564 -0.1154 0.8817 0.4576 -0.6575 0.4374 0.0054 0.0653 0.0712
112.0000 211.4533 327.4047 298.3043 1810.6836 991.6420 502.3053 -0.9974 -0.2193 0.7292 0.3115 -0.6832 0.2783 0.0041 0.0319 0.0804
112.0000 194.8114 335.0323 328.4310 2182.8588 1059.2694 536.9666 -1.0916 -0.2727 0.6422 0.3646 -0.7324 0.3375 0.0056 0.0412 0.0894
112.0000 177.2000 267.5529 198.2588 245.8118 146.5647 99.1059 -0.2569 -0.0952 1.6575 0.0108 0.1291 0.0090 0.0194 0.0175 0.1627
112.0000 197.4524 375.1429 356.6964 2111.0833 1219.5714 624.9464 -0.9816 -0.1916 0.7469 0.3429 -0.6984 0.3174 0.0026 0.0343 0.0677
111.0000 331.0230 711.9059 650.7503 3492.0117 2294.8603 1245.8840 -0.8904 -0.1290 0.8479 0.4758 -0.6605 0.4577 0.0093 0.0776 0.0854
112.0000 167.8199 292.9518 282.5048 2290.7781 849.2572 383.2894 -1.2409 -0.3714 0.4946 0.3942 -0.7731 0.3685 0.0045 0.0363 0.0858
112.0000 156.7818 287.3453 267.6091 2336.6499 831.9760 375.5659 -1.2754 -0.3953 0.4714 0.4045 -0.7810 0.3807 0.0042 0.0338 0.0789
111.0000 350.3509 713.1462 663.5205 3405.5283 2282.7778 1245.7563 -0.8682 -0.1199 0.8704 0.4639 -0.6525 0.4425 0.0059 0.0641 0.0692
111.0000 336.8602 685.5406 660.9010 3134.8602 2210.8903 1243.6624 -0.8216 -0.0938 0.9227 0.4237 -0.6401 0.4042 0.0091 0.0762 0.0898
112.0000 146.2592 271.0163 250.6786 2116.5726 843.5818 380.8109 -1.2188 -0.3494 0.5186 0.3718 -0.7728 0.3463 0.0020 0.0235 0.0606
112.0000 170.5959 294.7506 263.3626 2000.2506 831.7627 381.8924 -1.1785 -0.3291 0.5501 0.3525 -0.7425 0.3221 0.0035 0.0245 0.0642
112.0000 126.3415 248.0306 236.4717 1954.1637 838.0760 378.1119 -1.1836 -0.3193 0.5519 0.3452 -0.7745 0.3210 0.0023 0.0224 0.0621
112.0000 173.9134 302.3545 276.4749 1954.7750 905.9771 421.1153 -1.1183 -0.2860 0.6070 0.3403 -0.7316 0.3105 0.0031 0.0241 0.0632
112.0000 155.8415 290.5907 260.6460 1916.7578 902.9256 423.6729 -1.1187 -0.2808 0.6102 0.3355 -0.7358 0.3077 0.0030 0.0252 0.0657
112.0000 122.7484 241.4384 217.7004 1741.5409 775.8016 358.0220 -1.1581 -0.3038 0.5767 0.3135 -0.7547 0.2871 0.0026 0.0238 0.0738
111.0000 275.1783 683.5376 519.5376 4137.5710 2106.0195 1108.6351 -1.0997 -0.2539 0.6409 0.5953 -0.7152 0.5798 0.0089 0.0925 0.0909
111.0000 285.7908 655.4118 549.8497 3878.4314 2053.8497 1103.6732 -1.0543 -0.2286 0.6793 0.5523 -0.7089 0.5362 0.0152 0.1050 0.1115
111.0000 303.0709 719.6626 597.4597 3859.9853 2284.7262 1203.8998 -0.9850 -0.1806 0.7521 0.5367 -0.6846 0.5207 0.0083 0.0840 0.0855
112.0000 120.9194 242.9450 227.6316 1794.8497 876.7181 408.8546 -1.1198 -0.2701 0.6158 0.3196 -0.7615 0.2944 0.0023 0.0207 0.0610
112.0000 169.1173 312.6531 287.7913 2059.3812 993.2220 468.4739 -1.1037 -0.2707 0.6247 0.3532 -0.7357 0.3262 0.0031 0.0297 0.0706
112.0000 193.3252 315.3158 288.4023 1873.4838 985.8928 484.7508 -1.0442 -0.2395 0.6859 0.3254 -0.7111 0.2929 0.0031 0.0294 0.0761
111.0000 309.9797 685.1163 627.0282 3437.2857 2112.8777 1133.5303 -0.9260 -0.1543 0.8047 0.4717 -0.6660 0.4562 0.0057 0.0678 0.0764
111.0000 218.6398 580.8037 373.1977 4119.4732 1707.6525 803.1992 -1.2429 -0.3495 0.5106 0.6348 -0.7513 0.6227 0.0027 0.0647 0.0658
111.0000 241.1598 574.9437 436.5678 3369.8913 1624.9322 808.6253 -1.1100 -0.2692 0.6236 0.5141 -0.7049 0.4963 0.0033 0.0661 0.0778
111.0000 261.2418 628.6624 501.5776 3773.5985 1881.6825 951.6560 -1.0971 -0.2567 0.6365 0.5516 -0.7132 0.5375 0.0056 0.0820 0.0859
111.0000 278.1748 661.8285 541.4207 3568.1036 2026.6699 1097.8511 -1.0122 -0.2006 0.7223 0.5131 -0.6862 0.4974 0.0110 0.1001 0.1133
111.0000 273.7827 621.9643 546.5749 3203.2381 1838.3513 1016.1089 -0.9734 -0.1849 0.7544 0.4591 -0.6723 0.4430 0.0085 0.0794 0.0918
111.0000 365.8843 667.5998 665.0282 3036.7687 2292.8268 1272.2264 -0.7774 -0.0695 0.9820 0.4140 -0.6384 0.3884 0.0055 0.0663 0.0741
112.0000 178.4775 301.0035 283.3025 2108.7156 948.4424 441.2762 -1.1443 -0.3024 0.5869 0.3656 -0.7497 0.3362 0.0053 0.0322 0.0771
112.0000 236.2427 383.4434 396.4318 2084.0531 1396.8710 732.6479 -0.8807 -0.1318 0.8637 0.3321 -0.6889 0.3030 0.0033 0.0336 0.0665
111.0000 345.3536 737.1365 589.4572 3943.8553 2021.3783 1098.5230 -1.0580 -0.2419 0.6690 0.5620 -0.6835 0.5334 0.0141 0.1149 0.1105
111.0000 379.4004 757.5069 694.8264 3497.5937 2202.3432 1230.4793 -0.8908 -0.1436 0.8389 0.4719 -0.6419 0.4466 0.0133 0.0964 0.1001
112.0000 212.2158 331.0262 329.3961 1833.3074 1180.4797 611.4346 -0.9097 -0.1525 0.8362 0.3067 -0.6902 0.2754 0.0057 0.0383 0.0868
112.0000 241.6015 403.9957 423.9957 2173.0461 1442.7159 756.7509 -0.8796 -0.1331 0.8638 0.3385 -0.6864 0.3115 0.0035 0.0404 0.0758
111.0000 356.3678 751.1377 654.1847 3764.1923 2244.1587 1211.4987 -0.9533 -0.1732 0.7761 0.5169 -0.6657 0.4931 0.0100 0.0873 0.0918
112.0000 220.7368 356.6910 344.2096 2219.4442 1244.9421 617.2697 -1.0113 -0.2123 0.7248 0.3705 -0.7218 0.3394 0.0057 0.0404 0.0815
111.0000 340.4146 737.3312 665.2947 3439.7836 1990.3233 1160.3572 -0.9404 -0.1747 0.7790 0.4665 -0.6457 0.4472 0.0200 0.1110 0.1211
111.0000 344.4558 716.8163 554.2014 3536.1590 1999.3110 1123.2509 -1.0042 -0.2053 0.7255 0.5217 -0.6621 0.4894 0.0134 0.1069 0.1101
111.0000 268.5221 634.4690 423.8717 4245.8053 1884.9690 876.3407 -1.2031 -0.3230 0.5444 0.6465 -0.7398 0.6234 0.0037 0.0626 0.0728
111.0000 278.8778 712.7106 408.4405 4793.4116 1944.3183 883.2122 -1.2640 -0.3655 0.4933 0.7230 -0.7407 0.6917 0.0021 0.0654 0.0593
216.0000 453.5154 792.6705 941.0970 2873.1632 2749.6518 1607.3795 -0.5256 0.0522 1.2941 0.3195 -0.5661 0.3041 0.0054 0.0632 0.0624
112.0000 254.0180 423.5233 422.6992 2205.0992 1455.9383 759.9940 -0.8839 -0.1375 0.8589 0.3469 -0.6762 0.3173 0.0079 0.0565 0.0981
112.0000 194.5714 318.7424 316.1733 1829.1405 1081.0094 527.3911 -0.9623 -0.1836 0.7647 0.3080 -0.7027 0.2781 0.0096 0.0405 0.0983
112.0000 209.7180 349.8961 337.1201 2134.6535 1223.2659 593.3384 -0.9999 -0.2024 0.7320 0.3569 -0.7183 0.3267 0.0065 0.0420 0.0889
112.0000 191.2785 323.1203 309.9905 2159.9778 1141.6930 537.6867 -1.0587 -0.2379 0.6728 0.3673 -0.7397 0.3382 0.0068 0.0399 0.0882
111.0000 394.8027 791.2696 765.3027 3377.9632 2507.8493 1410.8113 -0.7775 -0.0713 0.9731 0.4350 -0.6199 0.4141 0.0161 0.0991 0.1031
111.0000 319.9268 725.5935 508.0136 3981.1734 1895.6694 1019.6802 -1.1255 -0.2816 0.6078 0.5927 -0.6906 0.5622 0.0079 0.0967 0.0962
111.0000 405.3661 734.0418 718.3389 3139.0167 2206.0816 1433.3598 -0.7968 -0.0941 0.9416 0.4192 -0.6188 0.3909 0.0410 0.1582 0.1607
111.0000 360.7395 756.0691 705.3051 3393.3094 2306.3925 1275.0175 -0.8446 -0.1094 0.8916 0.4502 -0.6349 0.4306 0.0147 0.0885 0.0998
111.0000 368.5891 742.6615 723.8145 3441.8494 2446.2164 1349.8578 -0.8185 -0.0911 0.9285 0.4519 -0.6439 0.4325 0.0172 0.0954 0.1026
111.0000 351.4547 740.3733 674.8505 3442.4884 2244.6912 1239.4260 -0.8816 -0.1301 0.8509 0.4654 -0.6456 0.4448 0.0147 0.0891 0.1032
111.0000 344.3258 700.7027 527.0189 4118.4924 1942.6458 1021.3542 -1.1287 -0.2862 0.6049 0.6102 -0.7082 0.5743 0.0078 0.0968 0.0993
111.0000 390.5666 796.0495 761.1084 3531.8978 2463.3994 1368.3839 -0.8221 -0.0972 0.9161 0.4565 -0.6315 0.4361 0.0150 0.0931 0.1007
111.0000 409.5524 761.2618 765.1993 2908.5507 2172.1816 1385.1630 -0.7270 -0.0612 1.0162 0.3712 -0.5839 0.3471 0.0127 0.0890 0.1059
111.0000 336.9474 775.2167 600.6223 3823.2632 1830.5015 1028.8390 -1.0798 -0.2619 0.6376 0.5402 -0.6626 0.5156 0.0121 0.1089 0.1133
111.0000 297.0769 658.2934 600.4103 2943.4046 1784.7550 982.0655 -0.9077 -0.1539 0.8111 0.4084 -0.6345 0.3906 0.0086 0.0716 0.0997
111.0000 408.7016 802.4444 805.8914 3300.2047 2442.7316 1392.0612 -0.7539 -0.0661 0.9929 0.4137 -0.6073 0.3940 0.0128 0.0905 0.0962
111.0000 393.1187 724.4621 739.4639 2980.1616 2190.2607 1292.4933 -0.7519 -0.0706 0.9933 0.3866 -0.6067 0.3634 0.0140 0.0880 0.1013
111.0000 397.2703 770.6448 721.1241 3444.9402 2262.1152 1314.7770 -0.8599 -0.1262 0.8705 0.4599 -0.6333 0.4337 0.0180 0.1031 0.1103
112.0000 257.8654 432.9092 474.2390 1895.3707 1605.0908 935.9531 -0.6829 -0.0182 1.1000 0.2772 -0.6278 0.2522 0.0028 0.0355 0.0687
112.0000 219.7446 387.5815 411.2845 1961.2448 1346.5985 745.4891 -0.8399 -0.1094 0.9008 0.3027 -0.6692 0.2782 0.0049 0.0390 0.0796
112.0000 247.9344 406.4553 422.3181 2025.9881 1428.9841 752.3380 -0.8304 -0.1055 0.9154 0.3152 -0.6652 0.2866 0.0034 0.0401 0.0823
228.0000 191.4920 276.4312 215.4204 392.0957 250.6046 148.2413 -0.2844 -0.0910 1.7150 0.0384 0.0578 0.0329 0.0164 0.0229 0.1797
112.0000 260.7543 425.0597 453.9064 1993.9679 1601.6510 896.2067 -0.7417 -0.0496 1.0330 0.3013 -0.6486 0.2737 0.0032 0.0398 0.0757
112.0000 198.5217 321.9317 303.3665 1378.6708 844.5155 436.1118 -0.7977 -0.1463 0.9348 0.2210 -0.5360 0.1976 0.0079 0.0359 0.1234
215.0000 1131.9722 1329.3704 1439.8704 1635.5486 2062.8796 1960.6134 0.0429 0.1145 2.1389 0.0407 -0.1079 0.0308 0.0017 0.0454 0.0494
112.0000 215.5512 341.9043 352.6172 1956.1716 1245.2838 633.5776 -0.9142 -0.1516 0.8221 0.3215 -0.7014 0.2915 0.0023 0.0283 0.0638
215.0000 1345.6083 1627.9917 1728.4333 2126.3125 2383.9208 2171.6125 -0.0644 0.0813 1.9261 0.0793 -0.1472 0.0607 0.0020 0.0610 0.0557
215.0000 678.2093 893.7433 960.4311 2035.8085 1890.9874 1539.2784 -0.3989 0.0210 1.4178 0.2105 -0.3900 0.1754 0.0017 0.0416 0.0534
215.0000 2089.1818 2843.8182 3182.5000 3881.1818 4265.1364 3713.3182 -0.0675 0.1044 1.9067 0.1040 -0.1638 0.0862 0.0008 0.0679 0.0401
112.0000 251.6568 387.6149 392.0487 1911.1471 1344.7986 746.0059 -0.8336 -0.1119 0.9173 0.3060 -0.6606 0.2739 0.0026 0.0352 0.0728
