classnum blue green red nir swir1 swir2 NDVI MNDWI BAI BUI BSI TCG TCW TCB NDMI LAI EVI AWEI_sh BAEI NDSI SAVI NBR sdev edev bcdev BS_PC_10 PV_PC_10 NPV_PC_10 BS_PC_50 PV_PC_50 NPV_PC_50 BS_PC_90 PV_PC_90 NPV_PC_90 chirps1 chirps2 chirps x_coord y_coord binary_class
111.0 322.0 527.0 532.0 3781.0 1249.0 769.0 0.75 -0.43021899999999996 9.632987 -1.257472 -0.39216999999999996 0.245396 -0.044844999999999996 0.293525 0.502617 1.870566 0.5496310000000001 -0.615275 2.008074 -0.43021899999999996 0.523629 0.649792 0.0007650000000000001 0.04334 0.058041999999999996 0.0 50.0 26.0 0.0 56.0 41.0 6.0 64.0 49.0 871.9050900000001 282.394745 1154.299805 1506420.0 -2124885.0 1
111.0 412.0 699.0 599.0 3568.0 1955.0 907.0 0.715802 -0.46709700000000004 11.087964 -1.014269 -0.226131 0.213873 -0.09488400000000001 0.319648 0.299699 1.773809 0.522888 -0.6365 1.361364 -0.46709700000000004 0.483695 0.604491 0.008109 0.067838 0.08782000000000001 0.0 24.0 8.0 4.0 73.0 18.0 17.0 89.0 61.0 932.551331 297.894165 1230.445557 1500195.0 -2115120.0 1
111.0 420.0 754.0 625.0 3838.0 2027.0 942.0 0.7190350000000001 -0.458185 9.436152 -1.023833 -0.232861 0.23291599999999998 -0.098683 0.33308000000000004 0.312089 1.9080599999999999 0.559995 -0.6711 1.306599 -0.458185 0.510335 0.6090260000000001 0.009637999999999999 0.074429 0.093945 0.0 17.0 7.0 3.0 76.0 16.0 21.0 90.0 60.0 929.157776 297.054688 1226.220093 1500300.0 -2115795.0 1
111.0 402.0 686.0 528.0 4508.0 1897.0 803.0 0.791963 -0.47475500000000004 6.4547870000000005 -1.198221 -0.337215 0.294261 -0.077421 0.36703 0.400911 2.3339689999999997 0.677714 -0.7725 1.356264 -0.47475500000000004 0.596117 0.697994 0.001324 0.043093 0.040520999999999995 0.0 58.0 7.0 2.0 82.0 14.0 13.0 90.0 27.0 926.626648 296.345032 1222.980591 1501320.0 -2115930.0 1
111.0 486.0 931.0 720.0 4355.0 2280.0 996.0 0.7125 -0.419045 7.06526 -1.021866 -0.231792 0.259411 -0.103407 0.387301 0.31185100000000004 2.055153 0.60065 -0.7365 1.161189 -0.419045 0.538566 0.629437 0.006128 0.077068 0.079368 0.0 25.0 2.0 1.0 82.0 13.0 13.0 95.0 65.0 928.0081789999999 296.729919 1224.7380369999998 1500795.0 -2115810.0 1
111.0 573.5 894.5 916.5 2812.0 2693.5 1747.0 0.506166 -0.499647 20.342325 -0.525306 0.032915 0.115818 -0.197055 0.306144 0.021116 1.094364 0.335092 -0.589987 1.089173 -0.499647 0.323381 0.224464 0.038407 0.17979 0.17818900000000001 0.0 0.0 10.5 13.0 48.0 28.0 54.5 84.0 49.0 899.2453609999999 288.70459 1187.952515 1505700.0 -2118060.0 1
111.0 744.0 1136.0 1257.0 2790.0 3185.0 2366.0 0.380999 -0.467775 20.499566 -0.307641 0.11113800000000001 0.08107 -0.252854 0.336285 -0.067359 0.8242510000000001 0.260434 -0.58935 0.9881280000000001 -0.467775 0.25306300000000004 0.083285 0.024503999999999998 0.199425 0.18028 0.0 0.0 13.0 21.0 20.0 34.0 59.0 83.0 56.0 901.4654539999999 289.490967 1190.956421 1505505.0 -2117685.0 1
111.0 443.0 776.0 681.0 2793.0 2158.0 1027.0 0.606313 -0.47424099999999997 20.422413 -0.731391 -0.061762 0.142953 -0.127253 0.28271999999999997 0.12272899999999999 1.28047 0.386531 -0.527875 1.2494049999999999 -0.47424099999999997 0.371583 0.456977 0.003409 0.04047 0.052279 0.0 49.0 17.0 0.0 69.0 26.0 7.0 80.0 49.0 896.7005619999999 288.059875 1184.7463380000002 1506465.0 -2118240.0 1
111.0 651.0 1010.0 1079.0 2783.0 3131.0 2309.0 0.42500600000000005 -0.501894 20.792018 -0.36167 0.10513299999999999 0.09207 -0.254362 0.317846 -0.059552 0.908868 0.28382199999999996 -0.620525 0.98357 -0.501894 0.27724499999999996 0.092046 0.030610000000000002 0.19914 0.181322 0.0 0.0 8.0 12.0 48.0 25.0 56.0 87.0 56.0 899.4135130000001 288.80429100000003 1188.217773 1505700.0 -2117895.0 1
111.0 417.0 768.0 608.0 3058.0 1977.0 880.0 0.667036 -0.44220200000000004 16.104719 -0.8848229999999999 -0.147049 0.171032 -0.103657 0.290829 0.216515 1.505336 0.448683 -0.54095 1.3151979999999999 -0.44220200000000004 0.422933 0.551543 0.001963 0.035904000000000005 0.052016999999999994 0.0 38.0 12.0 0.0 77.0 19.0 10.0 86.0 52.0 896.357422 288.042725 1184.4213869999999 1506795.0 -2118060.0 1
111.0 479.0 845.0 694.0 3426.5 2097.0 977.0 0.665377 -0.42693000000000003 12.33713 -0.906753 -0.167939 0.19303599999999999 -0.10783399999999999 0.323252 0.24028200000000002 1.664251 0.49260699999999996 -0.594875 1.2520850000000001 -0.42693000000000003 0.45165500000000003 0.556145 0.006915999999999999 0.061748000000000004 0.077271 0.0 38.0 7.0 2.0 77.0 16.0 21.0 90.0 49.0 896.0264890000001 287.586517 1183.612915 1506150.0 -2118405.0 1
111.0 448.0 773.0 742.0 2563.0 2332.0 1173.0 0.554759 -0.50495 25.569111 -0.614196 0.002653 0.122967 -0.147059 0.27739400000000003 0.055963 1.100255 0.336721 -0.5276 1.210767 -0.50495 0.332663 0.383241 0.00365 0.039546 0.047651 0.0 47.0 25.0 0.0 60.0 39.0 3.0 71.0 52.0 899.26593 288.652191 1187.922241 1505475.0 -2118210.0 1
111.0 431.5 758.0 630.0 2999.0 1997.5 900.5 0.6532479999999999 -0.4542 16.970297 -0.8544360000000001 -0.132017 0.165945 -0.10654100000000001 0.290398 0.20092100000000002 1.4569379999999998 0.435306 -0.53895 1.31144 -0.4542 0.41121 0.537445 0.0032939999999999996 0.041092000000000004 0.057573 0.0 54.0 12.0 0.0 75.0 21.0 6.0 85.0 42.0 895.990784 287.672302 1183.689331 1506450.0 -2118195.0 1
111.0 527.0 832.0 762.0 3147.0 2407.0 1323.0 0.609317 -0.48432299999999995 15.333792 -0.739086 -0.073642 0.160627 -0.15318099999999998 0.314789 0.132297 1.434132 0.42900299999999997 -0.6055 1.160224 -0.48432299999999995 0.40018200000000004 0.40568699999999996 0.037274 0.12964900000000001 0.141122 0.0 0.0 9.0 11.0 50.0 21.0 58.0 87.0 45.0 895.302124 287.22857700000003 1182.537964 1506060.0 -2118675.0 1
111.0 304.0 524.0 491.0 3461.0 1180.0 658.0 0.756792 -0.395379 11.801234 -1.2483 -0.38543099999999997 0.22361799999999998 -0.03792 0.27488 0.493018 1.797109 0.529328 -0.558875 2.03347 -0.395379 0.5018 0.685809 0.008502 0.06104299999999999 0.08711 0.0 43.0 20.0 0.0 59.0 34.0 10.0 75.0 51.0 893.015808 286.29794300000003 1179.309692 1506135.0 -2119170.0 1
111.0 450.0 793.0 692.0 2906.0 2147.0 1017.0 0.615487 -0.46097200000000005 18.52852 -0.767273 -0.083759 0.151522 -0.12169300000000001 0.290976 0.151705 1.346969 0.404911 -0.540825 1.251174 -0.46097200000000005 0.38453899999999996 0.47777200000000003 0.0037990000000000003 0.040472 0.051041 0.0 54.0 16.0 0.0 70.0 25.0 6.0 80.0 44.0 895.7219240000001 287.316315 1183.023193 1505670.0 -2118735.0 1
111.0 428.5 741.5 609.5 3755.0 1947.0 881.5 0.716258 -0.43794799999999995 9.920537 -1.037744 -0.24224099999999998 0.22318000000000002 -0.090067 0.330667 0.314616 1.848054 0.543409 -0.6452 1.339086 -0.43794799999999995 0.49678100000000003 0.620775 0.0031030000000000003 0.043315 0.050173 0.0 59.5 12.0 3.0 72.0 19.5 13.0 82.0 31.0 891.7749630000001 285.69424399999997 1177.479126 1506015.0 -2119635.0 1
228.0 333.0 515.0 455.5 930.5 512.0 272.0 0.358092 -5e-06 231.339506 -0.645008 -0.142853 0.030006 -0.009457 0.11371600000000001 0.301133 0.289607 0.11266099999999998 -0.06786299999999999 3.4185519999999996 -5e-06 0.117085 0.555829 0.018404 0.049269 0.16935999999999998 0.0 29.5 22.0 16.5 39.0 38.0 30.0 52.0 58.0 729.030762 256.71227999999996 985.736816 1542210.0 -2144415.0 0
228.0 438.0 655.0 502.0 1505.0 676.0 356.0 0.499029 0.039604 89.132915 -0.851932 -0.21653200000000003 0.06615399999999999 -0.013716999999999998 0.16755 0.342275 0.703038 0.22693200000000002 -0.1154 2.605676 0.039604 0.218414 0.599763 0.00339 0.028595 0.063854 0.0 50.0 3.0 12.0 62.0 25.0 27.0 72.0 34.0 850.697083 272.922913 1123.619995 1516050.0 -2128305.0 0
228.0 888.5 1430.5 1486.0 2113.5 1669.5 1033.5 0.183952 -0.11355799999999999 34.09988 -0.31141599999999997 0.011379 0.026813999999999998 -0.063742 0.31355 0.131077 0.297468 0.11483299999999999 -0.18115 1.470272 -0.11355799999999999 0.118245 0.357883 0.002888 0.046541 0.052287 0.0 12.5 36.0 8.5 19.0 57.0 17.5 24.0 69.0 785.736084 261.15570099999997 1046.903809 1519560.0 -2134605.0 0
228.0 542.0 836.0 634.0 1202.0 944.0 688.0 0.253731 -0.002183 201.466677 -0.342408 -0.049106 0.007298999999999999 -0.042174 0.17585499999999998 0.094326 0.322293 0.121695 -0.0211 1.930233 -0.002183 0.09588200000000001 0.238169 0.006382 0.038872000000000004 0.076221 6.0 20.0 6.0 33.0 30.0 23.0 54.0 43.0 47.0 733.062073 256.755127 989.8289789999999 1529415.0 -2142480.0 0
228.0 1378.5 2365.0 2643.0 2559.5 1995.5 1391.0 -0.010309 0.08287699999999999 14.878985 -0.163625 0.065414 -0.038311000000000005 -0.05628 0.450908 0.13178499999999999 -0.144272 -0.007261 -0.007762000000000001 1.292414 0.08287699999999999 -0.007428 0.29733699999999996 0.007125 0.084611 0.068774 0.0 0.0 74.5 0.0 5.5 92.0 5.0 16.5 100.5 746.951355 257.593323 1004.5448 1528710.0 -2144445.0 0
228.0 247.0 353.0 247.0 330.5 344.0 277.5 0.144716 0.011436 156.407676 -0.168726 0.025967 -0.003505 -0.019284 0.056728999999999995 -0.013646 -0.043608 0.020562 0.0049 4.655 0.011436 0.022241 0.124848 0.015792 0.028669 0.202015 7.5 7.5 13.0 23.0 17.0 31.5 49.0 26.5 43.5 735.8249509999999 256.996429 992.828552 1529340.0 -2142975.0 0
228.0 378.5 598.0 526.5 696.0 334.5 191.5 0.140242 0.28731100000000004 376.029859 -0.47869799999999996 -0.093426 0.003614 0.006175 0.10709400000000001 0.337285 0.023427 0.03909 0.02875 3.784272 0.28731100000000004 0.041532 0.5696720000000001 0.011103 0.042217000000000005 0.165686 0.0 36.0 7.0 22.0 44.0 24.0 36.0 51.5 39.5 722.9541019999999 256.42236299999996 979.3745119999999 1543035.0 -2144025.0 0
228.0 1135.5 1956.5 2070.0 1908.5 1951.0 1323.0 -0.042036000000000004 -0.045827 43.319238 0.090412 0.14465699999999998 -0.046258999999999995 -0.100643 0.335472 -0.001302 -0.21320300000000003 -0.026313999999999997 -0.065125 1.310627 -0.045827 -0.027962 0.12784 0.003464 0.06419 0.063062 0.0 0.0 45.0 0.0 0.0 78.5 11.0 0.0 88.5 771.740479 257.871033 1029.61145 1520910.0 -2138265.0 0
228.0 227.5 322.5 197.0 279.0 211.5 135.5 0.175604 0.20533 133.477679 -0.317423 -0.11155999999999999 -0.0022199999999999998 -0.004587 0.048183 0.137079 -0.040213 0.0215 0.026638 5.975867 0.20533 0.022993 0.350256 0.016475 0.023034 0.223689 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 738.820923 256.792603 995.613281 1527570.0 -2141490.0 0
228.0 877.0 1235.0 800.5 626.0 685.5 544.5 -0.096765 0.285607 960.0087880000001 0.136046 -0.007911 -0.042626 -0.017847 0.160414 -0.06464099999999999 -0.250145 -0.036524 0.18691300000000002 1.9302139999999999 0.285607 -0.029037 0.11188800000000002 0.010164 0.052666 0.11389500000000001 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 848.055542 272.273865 1120.329346 1516020.0 -2129130.0 0
228.0 712.0 1188.5 1101.5 1258.5 1019.5 576.5 0.0688 0.08068600000000001 220.488555 -0.190172 0.033543 -0.007344 -0.023178999999999998 0.21213800000000002 0.10493399999999999 -0.002415 0.031947 0.016137000000000002 1.858829 0.08068600000000001 0.032481 0.361917 0.005372 0.04312 0.072822 0.0 10.0 11.0 0.0 15.0 50.0 0.0 27.5 64.0 762.4541019999999 257.08935499999995 1019.5435789999999 1526535.0 -2144535.0 0
228.0 328.0 457.0 391.5 480.0 377.5 244.5 0.108119 0.072142 216.12461499999998 -0.18629 -0.016996999999999998 -0.003054 -0.010782 0.080847 0.088473 -0.031646 0.023868 0.006412 4.115012999999999 0.072142 0.025457 0.30754899999999996 0.009904999999999999 0.040603 0.199244 0.0 9.5 2.5 17.0 22.0 37.5 51.0 34.0 69.0 719.568787 255.523407 975.092102 1530150.0 -2140380.0 0
228.0 238.0 285.0 209.0 224.0 129.0 95.0 0.041565 0.356808 129.93763 -0.293576 -0.1417 -0.00549 0.001545 0.042503 0.25974 -0.100424 0.0048579999999999995 0.036725 7.841463 0.356808 0.005228 0.391304 0.013722999999999999 0.016674 0.13974 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 725.592102 256.214569 981.8214720000001 1530015.0 -2141595.0 0
228.0 297.0 425.0 364.0 927.0 395.0 203.0 0.455208 0.019851 185.382583 -0.817872 -0.224665 0.03681 -0.005739 0.104 0.403785 0.371757 0.13536700000000002 -0.0759 4.10184 0.019851 0.13889300000000002 0.622424 0.008787 0.041832 0.165769 0.0 45.0 0.0 11.0 58.0 15.0 35.0 89.0 36.0 719.40979 256.65506 976.0599369999999 1543620.0 -2144355.0 0
228.0 291.0 680.5 556.5 308.5 240.0 170.5 -0.266052 0.47226599999999996 355.109451 0.133536 0.129686 -0.027333999999999997 0.008101 0.086648 0.125104 -0.29733699999999996 -0.049568 0.10515 3.8919040000000003 0.47226599999999996 -0.058398 0.276469 0.014061 0.025115000000000002 0.117625 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 734.6563719999999 256.64642299999997 991.303101 1528575.0 -2141805.0 0
228.0 341.0 575.0 530.0 832.0 524.0 329.0 0.152338 0.058401 353.486794 -0.400622 -0.034816 0.006885 -0.015527000000000001 0.118926 0.22713899999999998 0.04021 0.043729000000000004 -0.029525 3.233662 0.058401 0.047898 0.42934799999999995 0.01018 0.031047 0.09010399999999999 0.0 4.0 0.0 26.0 17.0 18.0 43.0 26.0 48.0 731.0051269999999 256.672699 987.6629029999999 1529715.0 -2142375.0 0
215.0 846.5 1147.5 1097.5 3051.5 2236.5 1448.0 0.46912200000000004 -0.312946 16.564164 -0.615286 -0.07496 0.119327 -0.134746 0.333462 0.147452 1.20224 0.36490900000000004 -0.46266199999999996 1.2060629999999999 -0.312946 0.318299 0.339546 0.001997 0.042182 0.042561 16.5 43.0 5.0 31.5 50.0 16.0 43.0 58.0 31.0 721.4052730000001 256.973663 978.384644 1547100.0 -2150025.0 0
215.0 627.0 839.0 880.0 1484.0 1788.0 1398.0 0.240175 -0.345095 123.082225 -0.14286400000000002 0.11151300000000001 0.015522999999999999 -0.135913 0.20856100000000002 -0.084897 0.293817 0.113825 -0.246675 1.4771969999999999 -0.345095 0.113169 0.038125 0.0035619999999999996 0.034755 0.052413 30.0 7.0 16.0 45.0 17.0 34.0 65.0 31.0 52.0 727.691162 259.387512 987.0986330000001 1544430.0 -2150715.0 0
215.0 794.0 1041.5 1081.5 1567.5 1756.5 1356.0 0.18742 -0.255319 104.935748 -0.134588 0.08997100000000001 0.010554000000000001 -0.11971400000000001 0.234418 -0.055970000000000006 0.254769 0.103032 -0.187925 1.4571370000000001 -0.255319 0.097945 0.070155 0.0032189999999999996 0.034178 0.044446 27.0 5.0 15.0 48.5 16.0 35.0 66.5 27.0 58.0 725.794983 259.09259 984.8873289999999 1544745.0 -2149890.0 0
