,blue,green,red,nir,swir1,swir2,sdev,edev,bcdev,NDVI,MNDWI,BAI,BUI,BSI,TCG,TCW,TCB,NDMI,LAI,EVI,AWEI_sh,BAEI,NDSI,SAVI,NBR,pv_pc_10,pv_pc_50,pv_pc_90,bs_pc_10,bs_pc_50,bs_pc_90,npv_pc_10,npv_pc_50,npv_pc_90,qa,time,binary_class
10,522.0,823.0,846.0,3422.0,2000.0,1191.0,0.0108547266572713,705.4661865234375,0.0888400897383689,0.5976184569585711,-0.3831075237820698,12.438880008219613,-0.8313349320543565,-0.1414538310412573,0.16929496,-0.1129361199999999,0.32098225,0.2572053994892375,1.413929904735121,0.4234189897001441,-0.5626749999999999,1.3547813722004978,-0.3831075237820698,0.4043449346043005,0.4676390154968094,41.0,53.0,64.0,3.0,11.0,22.0,25.0,31.0,47.0,2.0,2010.0,111
11,963.5,1484.0,1816.0,3183.0,3721.5,2819.0,0.002104356419295,634.4497680664062,0.0449782833456993,0.2737595152659428,-0.4225283540232203,13.711705795705065,-0.1948783357400697,0.140843730206564,0.06300387,-0.285459615,0.41428131,-0.0742974282224178,0.6078000408327865,0.2006080820433351,-0.6359125,0.9251674462648694,-0.4225283540232203,0.202191455105849,0.0588237691991787,12.0,36.0,82.0,1.0,14.0,49.0,11.5,25.0,46.5,2.0,2010.0,111
12,772.0,1158.0,1429.0,2818.0,3863.0,3000.0,0.0056768856011331,1146.0364990234375,0.0710042044520378,0.319088319088319,-0.5377062058130402,19.375019980489352,-0.16363418379872,0.1885082872928175,0.0607840499999999,-0.3306375499999999,0.35663751,-0.1531973623677349,0.6587046345871842,0.2146778978958497,-0.7085500000000001,0.8834715759660126,-0.5377062058130402,0.2178451955242819,-0.0394600207684319,9.0,34.0,68.0,6.0,25.0,49.0,10.0,31.0,52.0,2.0,2010.0,111
13,885.0,1344.0,1670.0,2828.0,3810.0,3001.0,0.0020614038221538,1007.39111328125,0.0742160156369209,0.2577854671280277,-0.4848883048620237,18.179636625423136,-0.1039702855995583,0.1948787910588729,0.04759445,-0.3151595699999999,0.38243307,-0.153363740022805,0.5304514847679148,0.1792292661050068,-0.6617499999999998,0.9091093528099006,-0.4848883048620237,0.1835867855270058,-0.027637754215192,7.0,23.0,46.0,5.0,30.0,59.0,27.0,43.0,58.0,2.0,2010.0,111
14,388.0,615.0,600.0,3759.0,1251.0,758.0,0.0016863350756466,349.93572998046875,0.053343690931797,0.7263397947548461,-0.3370411568409343,9.853962307805856,-1.228398049738679,-0.3848184818481848,0.2348958699999999,-0.03961721,0.303283,0.4996,1.8521171074121696,0.5445320916009314,-0.57205,1.950027159152634,-0.3370411568409343,0.5074578469520103,0.6633840644583706,52.0,61.0,75.0,0.0,2.0,30.0,12.0,31.0,43.0,2.0,2010.0,111
15,441.0,674.0,527.0,1463.0,536.0,262.0,0.003032446373254,236.44200134277344,0.059791374951601,0.4543546694648479,0.1293900184842883,105.897652037259,-0.9332449160035368,-0.2947467757156338,0.05906008,0.0065946799999999,0.16138612,0.4797101449275361,0.5965076764731108,0.1974869199759842,-0.0826,2.942857142857143,0.1293900184842883,0.1935144978288275,0.699873896595208,78.0,96.0,97.0,23.0,40.0,45.0,69.0,77.0,88.0,2.0,2010.0,0
16,422.0,676.0,595.0,3529.0,1859.0,856.0,0.0085485763847827,602.5460815429688,0.0801845714449882,0.7170054026241317,-0.4635944700460829,11.39455574963016,-1.0429705101243352,-0.2487179487179487,0.21438701,-0.0856494,0.31003958,0.3255856852979155,1.7968538032989845,0.5292575465171322,-0.6183500000000001,1.4130094043887147,-0.4635944700460829,0.4852845704392989,0.6176928206268061,52.0,71.0,90.0,0.0,3.0,20.0,6.0,19.0,39.0,2.0,2010.0,111
17,407.0,626.0,639.0,4289.0,1335.0,849.0,0.0006412210641428,305.56103515625,0.0351229757070541,0.7355589721063036,-0.3654450261780104,7.284271916625972,-1.2576476025617842,-0.4068780705672176,0.27025185,-0.03918408,0.3413771,0.5314371257485031,2.046962728479526,0.5983866026753804,-0.6681,1.867934224049332,-0.3654450261780104,0.5439226798906993,0.6725939505041246,50.0,57.0,69.0,0.0,1.0,17.0,13.0,40.0,48.0,2.0,2010.0,111
18,516.0,782.0,811.0,3631.5,1628.0,1036.5,0.0023788479156792,465.1821899414063,0.0528994426131248,0.6372830437396797,-0.3321005204235303,10.82534329675813,-1.027822199625244,-0.2682943642805998,0.209487535,-0.0727855299999999,0.323748505,0.3961591419039871,1.653997670381603,0.4897727115482595,-0.5704875,1.572804449648712,-0.3321005204235303,0.4529910940402504,0.5626160971614282,50.0,56.0,66.0,1.5,12.0,28.5,10.5,28.0,38.0,2.0,2010.0,111
19,494.0,760.5,751.0,4476.5,1440.5,883.5,0.0006698503857478,325.3299255371094,0.0361352004110813,0.7133709168993649,-0.309716847345458,6.621859450874607,-1.2240195555738451,-0.3880029222348674,0.27681548,-0.039838305,0.36333568,0.5151584941704783,2.100045270968788,0.613058394408178,-0.668525,1.7009702338807626,-0.309716847345458,0.5482426354131145,0.6699928309862803,54.0,59.0,69.0,0.0,5.0,18.5,18.5,32.5,42.0,2.0,2010.0,111
