# crop nbart_red nbart_nir NDVI SOS POS EOS Trough vSOS vPOS vEOS LOS AOS ROG ROS
1.000000 762.071838 2550.120361 0.539838 6.000000 118.000000 342.000000 0.342851 0.563229 0.752285 0.529829 336.000000 0.409435 0.001688 -0.000993
1.000000 726.992188 2629.160645 0.566770 6.000000 118.000000 342.000000 0.414320 0.576558 0.781675 0.550781 336.000000 0.367355 0.001831 -0.001031
1.000000 717.716675 2526.194092 0.557499 6.000000 118.000000 230.000000 0.456637 0.566709 0.749140 0.496765 224.000000 0.292503 0.001629 -0.002253
1.000000 707.979919 2437.176514 0.549797 6.000000 118.000000 246.000000 0.429765 0.550064 0.746629 0.490853 240.000000 0.316864 0.001755 -0.001998
1.000000 1501.947998 2015.918701 0.146103 11.000000 43.000000 139.000000 0.078270 0.150937 0.193725 0.149597 128.000000 0.115455 0.001337 -0.000460
1.000000 1551.000488 2093.289307 0.148805 11.000000 59.000000 139.000000 0.122494 0.154556 0.204593 0.147157 128.000000 0.082098 0.001042 -0.000718
1.000000 1368.478638 2143.390869 0.220655 11.000000 203.000000 267.000000 0.126866 0.218697 0.296655 0.210993 256.000000 0.169790 0.000406 -0.001338
1.000000 1455.998657 2200.471436 0.203604 43.000000 203.000000 347.000000 -0.135308 0.007737 0.271535 0.212405 304.000000 0.406842 0.001649 -0.000411
1.000000 1687.000000 2713.999756 0.233356 91.000000 203.000000 251.000000 0.138362 0.213213 0.363063 0.235280 160.000000 0.224701 0.001338 -0.002662
1.000000 1619.419800 2216.497803 0.155655 11.000000 59.000000 139.000000 0.140177 0.159776 0.200000 0.150549 128.000000 0.059823 0.000838 -0.000618
1.000000 1395.197021 2165.666016 0.216371 43.000000 187.000000 299.000000 0.083028 0.185960 0.309609 0.223633 256.000000 0.226581 0.000859 -0.000768
1.000000 1355.261230 2092.896484 0.213922 91.000000 187.000000 315.000000 -0.132942 0.005634 0.333118 0.232963 224.000000 0.466060 0.003411 -0.000782
1.000000 1622.119019 2453.255859 0.203941 11.000000 203.000000 347.000000 0.102143 0.202111 0.283172 0.200972 336.000000 0.181029 0.000422 -0.000571
1.000000 1346.878906 2149.223877 0.229497 43.000000 171.000000 267.000000 0.000000 0.154257 0.302487 0.247616 224.000000 0.302487 0.001158 -0.000572
1.000000 1408.681152 2055.950684 0.186822 123.000000 203.000000 347.000000 -0.150072 -0.026509 0.267151 0.213511 224.000000 0.417223 0.003671 -0.000373
1.000000 1391.851074 2160.871582 0.216460 75.000000 203.000000 219.000000 -0.033703 0.046200 0.353498 0.232697 144.000000 0.387202 0.002401 -0.007550
1.000000 1378.473389 2210.186523 0.231762 123.000000 203.000000 347.000000 0.066486 0.192749 0.344675 0.259678 224.000000 0.278190 0.001899 -0.000590
1.000000 1525.100464 1983.243286 0.130587 75.000000 203.000000 283.000000 -0.130905 -0.061069 0.250478 0.170186 208.000000 0.381383 0.002434 -0.001004
1.000000 1510.999634 2057.000244 0.153027 139.000000 203.000000 235.000000 -0.057659 0.052209 0.258899 0.184068 96.000000 0.316557 0.003230 -0.002338
1.000000 1674.727295 2334.613037 0.164587 187.000000 203.000000 251.000000 0.139518 0.172147 0.207836 0.158632 64.000000 0.068319 0.002231 -0.001025
1.000000 1435.253174 2188.640625 0.207894 139.000000 203.000000 347.000000 0.051903 0.169435 0.276783 0.231339 208.000000 0.224880 0.001677 -0.000316
1.000000 1506.964233 2051.034180 0.152915 123.000000 219.000000 315.000000 -0.106001 0.035766 0.267538 0.194284 192.000000 0.373539 0.002414 -0.000763
1.000000 1349.709106 2203.178711 0.240219 139.000000 219.000000 315.000000 -0.020481 0.114633 0.358282 0.266354 176.000000 0.378763 0.003046 -0.000958
1.000000 1675.309448 2618.117676 0.219593 91.000000 219.000000 299.000000 0.122604 0.201172 0.283376 0.219030 208.000000 0.160772 0.000642 -0.000804
1.000000 1494.735718 2217.236572 0.194641 139.000000 219.000000 347.000000 0.029456 0.137939 0.276320 0.218377 208.000000 0.246864 0.001730 -0.000453
1.000000 1615.193604 2167.750732 0.146065 91.000000 219.000000 267.000000 -0.156503 0.005101 0.245124 0.211684 176.000000 0.401627 0.001875 -0.000697
1.000000 1356.999634 2279.741943 0.253728 43.000000 171.000000 315.000000 -0.008981 0.151176 0.361166 0.272969 272.000000 0.370146 0.001641 -0.000612
1.000000 1740.432739 2598.809082 0.197817 11.000000 203.000000 347.000000 0.142566 0.204640 0.265167 0.187430 336.000000 0.122601 0.000315 -0.000540
1.000000 1494.972046 2426.054932 0.237459 91.000000 219.000000 315.000000 0.015334 0.206667 0.311521 0.267704 224.000000 0.296187 0.000819 -0.000456
1.000000 1702.702148 2232.452148 0.134620 139.000000 251.000000 347.000000 -0.175022 0.095467 0.250083 0.203485 208.000000 0.425105 0.001381 -0.000485
1.000000 1465.008301 2247.892090 0.210855 91.000000 203.000000 251.000000 -0.053390 0.142537 0.321567 0.231056 160.000000 0.374958 0.001598 -0.001886
1.000000 1780.307739 2690.492432 0.203584 11.000000 203.000000 347.000000 0.145342 0.205059 0.256997 0.185280 336.000000 0.111655 0.000271 -0.000498
1.000000 1721.702271 2460.430176 0.176639 11.000000 171.000000 235.000000 0.113770 0.172190 0.214019 0.181400 224.000000 0.100249 0.000261 -0.000510
1.000000 1521.403442 2359.051270 0.215863 123.000000 235.000000 315.000000 0.018425 0.143313 0.282322 0.235864 192.000000 0.263896 0.001241 -0.000581
1.000000 1910.953125 2337.566650 0.100415 123.000000 235.000000 315.000000 -0.089825 0.088254 0.230447 0.181287 192.000000 0.320271 0.001270 -0.000614
1.000000 1596.160278 2418.460205 0.204826 187.000000 235.000000 315.000000 0.057335 0.199515 0.276397 0.240928 128.000000 0.219061 0.001602 -0.000443
1.000000 1724.658203 2385.428223 0.160768 123.000000 267.000000 315.000000 -0.037940 0.165468 0.289072 0.223063 192.000000 0.327012 0.000858 -0.001375
1.000000 1724.658203 2385.428223 0.160768 123.000000 267.000000 315.000000 -0.037940 0.165468 0.289072 0.223063 192.000000 0.327012 0.000858 -0.001375
1.000000 1775.004028 2481.992432 0.166077 75.000000 203.000000 347.000000 0.139068 0.164019 0.218105 0.166079 272.000000 0.079037 0.000423 -0.000361
1.000000 1418.999512 2211.999756 0.218397 139.000000 219.000000 347.000000 0.013009 0.183996 0.316145 0.218451 208.000000 0.303136 0.001652 -0.000763
1.000000 1282.090454 2227.250244 0.269327 123.000000 219.000000 315.000000 -0.049282 0.140978 0.362751 0.286283 192.000000 0.412033 0.002310 -0.000797
1.000000 1731.410156 2395.184570 0.160853 11.000000 203.000000 347.000000 0.110002 0.163938 0.209677 0.163577 336.000000 0.099675 0.000238 -0.000320
1.000000 1294.737793 2226.397705 0.264591 91.000000 219.000000 315.000000 0.026169 0.171043 0.338249 0.276923 224.000000 0.312080 0.001306 -0.000639
1.000000 1268.990479 2186.391357 0.265499 91.000000 203.000000 283.000000 -0.041862 0.193501 0.385384 0.279573 192.000000 0.427247 0.001713 -0.001323
1.000000 1330.048096 2270.533203 0.261204 11.000000 203.000000 315.000000 0.053624 0.257881 0.359851 0.248090 304.000000 0.306227 0.000531 -0.000998
1.000000 1312.612793 2194.266602 0.251407 43.000000 187.000000 283.000000 -0.017238 0.168587 0.331148 0.258725 240.000000 0.348385 0.001129 -0.000754
1.000000 1282.766602 2103.524414 0.242377 75.000000 203.000000 315.000000 -0.016884 0.172431 0.337232 0.247157 240.000000 0.354116 0.001288 -0.000804
0.000000 1076.999756 3024.999023 0.474890 15.000000 31.000000 79.000000 0.326232 0.451270 0.736853 0.480406 64.000000 0.410621 0.017849 -0.005343
0.000000 997.773560 2771.002686 0.470505 15.000000 31.000000 271.000000 0.352941 0.424550 0.737650 0.460285 256.000000 0.384709 0.019569 -0.001156
0.000000 981.151306 2761.828857 0.475738 15.000000 31.000000 319.000000 0.387104 0.387104 0.753591 0.488128 304.000000 0.366487 0.022905 -0.000922
0.000000 815.015259 3205.103271 0.594532 175.000000 319.000000 335.000000 0.236208 0.596004 0.772376 0.772376 160.000000 0.536169 0.001225 0.000000
0.000000 712.781860 3152.583496 0.631196 31.000000 319.000000 351.000000 0.235978 0.600425 0.759255 0.746540 320.000000 0.523277 0.000551 -0.000397
0.000000 703.594788 3299.245117 0.648452 31.000000 271.000000 319.000000 0.231907 0.617338 0.751043 0.729303 288.000000 0.519136 0.000557 -0.000453
0.000000 715.400757 3361.700928 0.649064 31.000000 271.000000 351.000000 0.231987 0.636780 0.760261 0.726099 320.000000 0.528273 0.000515 -0.000427
0.000000 777.214783 3565.160400 0.642032 175.000000 271.000000 287.000000 0.228383 0.588661 0.747776 0.720399 112.000000 0.519393 0.001657 -0.001711
0.000000 785.217712 3465.212891 0.630523 207.000000 271.000000 287.000000 0.247596 0.525409 0.710832 0.652618 80.000000 0.463236 0.002897 -0.003638
0.000000 845.215088 3216.127930 0.583776 143.000000 271.000000 319.000000 0.296754 0.560228 0.740465 0.615748 176.000000 0.443711 0.001408 -0.002598
0.000000 910.052856 3227.883545 0.560142 143.000000 271.000000 351.000000 0.301649 0.562641 0.676945 0.591103 208.000000 0.375296 0.000893 -0.001073
0.000000 818.359741 3128.117676 0.585271 15.000000 31.000000 287.000000 0.318398 0.318398 0.675152 0.628025 272.000000 0.356754 0.022297 -0.000184
0.000000 701.449097 3141.945557 0.634985 31.000000 175.000000 287.000000 0.369616 0.693182 0.718962 0.595537 256.000000 0.349346 0.000179 -0.001102
0.000000 666.742004 3359.811279 0.668827 31.000000 175.000000 287.000000 0.410777 0.694369 0.784135 0.588802 256.000000 0.373358 0.000623 -0.001744
0.000000 788.868713 3344.825684 0.618323 31.000000 175.000000 207.000000 0.316734 0.568709 0.770406 0.622229 176.000000 0.453671 0.001401 -0.004631
0.000000 769.804016 3272.735596 0.619148 15.000000 143.000000 207.000000 0.282969 0.401958 0.744246 0.638786 192.000000 0.461276 0.002674 -0.001648
0.000000 794.999817 3226.999512 0.604674 15.000000 95.000000 239.000000 0.263731 0.373804 0.785683 0.666222 224.000000 0.521953 0.005148 -0.000830
0.000000 780.882812 3129.244385 0.600584 15.000000 95.000000 239.000000 0.231398 0.410359 0.848404 0.644424 224.000000 0.617006 0.005476 -0.001417
0.000000 886.333557 2860.241699 0.526857 15.000000 95.000000 239.000000 0.244103 0.360786 0.830113 0.580721 224.000000 0.586009 0.005867 -0.001732
0.000000 699.126831 3331.922607 0.653129 143.000000 319.000000 335.000000 0.214612 0.586702 0.783884 0.783884 192.000000 0.569273 0.001120 0.000000
0.000000 733.211121 3433.014648 0.648021 143.000000 319.000000 335.000000 0.213343 0.580267 0.790173 0.790173 192.000000 0.576829 0.001193 0.000000
0.000000 813.824829 3419.168457 0.615485 143.000000 271.000000 351.000000 0.220448 0.558534 0.790219 0.779809 208.000000 0.569770 0.001810 -0.000130
0.000000 799.245972 3272.634277 0.607431 31.000000 271.000000 319.000000 0.223165 0.572816 0.781012 0.777305 288.000000 0.557847 0.000867 -0.000077
0.000000 847.403687 3073.619873 0.567764 31.000000 271.000000 287.000000 0.212513 0.554260 0.772135 0.754721 256.000000 0.559622 0.000908 -0.001088
0.000000 823.057007 2959.858643 0.564856 143.000000 271.000000 319.000000 0.222202 0.552205 0.771177 0.759911 176.000000 0.548975 0.001711 -0.000235
0.000000 845.158142 3152.090576 0.577130 143.000000 271.000000 287.000000 0.265400 0.575236 0.790072 0.748460 144.000000 0.524671 0.001678 -0.002601
0.000000 798.000488 3309.000977 0.611395 143.000000 271.000000 319.000000 0.278987 0.579549 0.779675 0.706093 176.000000 0.500688 0.001563 -0.001533
